	Masticophis_lateralis	Coluber_constrictor	Drymarchon_corais	Phrynonax_poecilonotus	Leptophis_mexicanus	Drymobius_margaritiferus	Ptyas_mucosa	Arizona_elegans	Pantherophis_guttatus	Pantherophis_vulpinus	Pantherophis_alleghaniensis	Pantherophis_spiloides	Pantherophis_obsoletus	Pituophis_catenifer	Pseudelaphe_flavirufa	Elaphe_schrenckii	Oligodon_sublineatus	Oligodon_taeniolatus	Crotaphopeltis_hotamboeia	Telescopus_dhara	Boiga_trigonata	Boiga_beddomei	Boiga_ceylonensis	Boiga_barnesii	Dasypeltis_abyssina	Lycodon_aulicus	Lycodon_carinatus	Stegonotus_admiraltiensis	Hemorrhois_hippocrepis	Philothamnus_battersbyi	Dendrelaphis_bifrenalis	Dendrelaphis_tristis	Dendrelaphis_schokari	Dendrelaphis_caudolineolatus	Chrysopelea_ornata	Ahaetulla_pulverulenta	Ahaetulla_nasuta	Ahaetulla_prasina	Grayia_smithii	Sibynophis_collaris	Sibynophis_subpunctatus	Thamnophis_elegans	Thamnophis_saurita	Thamnophis_sirtalis	Nerodia_floridana	Natrix_natrix	Natrix_helvetica	Natrix_maura	Rhabdophis_nuchalis	Fowlea_piscator	Amphiesma_stolatum	Natriciteres_olivacea	Aspidura_guentheri	Erythrolamprus_reginae	Xenodon_rabdocephalus	Siphlophis_compressus	Tropidodipsas_fasciata	Tropidodipsas_sartorii	Ninia_sebae	Ninia_diademata	Coniophanes_schmidti	Coniophanes_imperialis	Leptodeira_frenata	Imantodes_gemmistratus	Imantodes_tenuissimus	Imantodes_cenchoa	Diadophis_punctatus	Thermophis_baileyi	Pseudoxenodon_macrops	Pseudoxenodon_stejnegeri	Hydrophis_ornatus	Hydrophis_major	Hydrophis_schistosus	Hydrophis_curtus	Hydrophis_elegans	Hydrophis_melanocephalus	Hydrophis_cyanocinctus	Aipysurus_laevis	Notechis_scutatus	Pseudonaja_textilis	Laticauda_colubrina	Laticauda_laticaudata	Bungarus_multicinctus	Bungarus_caeruleus	Bungarus_ceylonicus	Naja_melanoleuca	Naja_haje	Naja_naja	Naja_nigricollis	Aspidelaps_lubricus	Ophiophagus_hannah	Micrurus_fulvius	Micrurus_diastema	Psammophis_sibilans	Psammophis_punctulatus	Mimophis_mahfalensis	Malpolon_monspessulanus	Psammodynastes_pulverulentus	Aparallactus_lunulatus	Aparallactus_werneri	Atractaspis_microlepidota	Atractaspis_fallax	Boaedon_fuliginosus	Lamprophis_erlangeri	Pseudoxyrhopus_heterurus	Oxyrhabdium_leporinum	Cerberus_rynchops	Bothrops_atrox	Bothrops_asper	Bothrops_jararaca	Bothrops_alternatus	Bothrops_fonsecai	Bothrops_cotiara	Crotalus_simus	Crotalus_horridus	Crotalus_helleri	Crotalus_viridis	Crotalus_tigris	Crotalus_mitchellii	Crotalus_adamanteus	Crotalus_ruber	Crotalus_aquilus	Crotalus_enyo	Sistrurus_catenatus	Agkistrodon_piscivorus	Protobothrops_mucrosquamatus	Protobothrops_flavoviridis	Trimeresurus_albolabris	Trimeresurus_trigonocephalus	Hypnale_hypnale	Azemiops_feae	Vipera_ursinii	Vipera_berus	Vipera_latastei	Vipera_ammodytes	Daboia_russelii	Daboia_siamensis	Macrovipera_schweizeri	Cerastes_gasperettii	Bitis_arietans	Causus_rhombeatus	Pareas_carinatus	Acrochordus_granulatus	Corallus_caninus	Boa_constrictor	Candoia_aspera	Charina_bottae	Liasis_olivaceus	Simalia_tracyae	Simalia_boeleni	Morelia_carinata	Morelia_viridis	Python_bivittatus	Rhinophis_saffragamus	Anilius_scytale	Anilios_bituberculatus
Atractaspis_microlepidota	66.5445999985	66.5445999985	66.5446000007	66.5446000007	66.544599999	66.544599999	66.5446000013	66.5445999994	66.5445999994	66.5445999994	66.5445999996	66.5445999996	66.5445999996	66.5445999994	66.544599999	66.544599998	66.5445999974	66.5445999974	66.544600003	66.544600003	66.544599999	66.544599999	66.544599999	66.544599998	66.5446000019	66.5445999979	66.5445999979	66.5446000019	66.5446000012	66.5446000012	66.5445999954	66.5445999984	66.5445999984	66.5445999984	66.5445999954	66.5445999984	66.5445999984	66.5445999974	66.5445999984	66.5445999991	66.5445999991	66.5445999971	66.5445999975	66.5445999975	66.5445999981	66.5445999981	66.5445999981	66.5445999981	66.5445999945	66.5445999985	66.5445999985	66.5445999945	66.5445999965	66.5445999971	66.5445999971	66.5445999941	66.5445999978	66.5445999978	66.5445999985	66.5445999985	66.5445999995	66.5445999995	66.5446000031	66.5445999981	66.5445999981	66.5445999981	66.5446000021	66.5445999961	66.5445999941	66.5445999941	52.11280034339	52.11280034339	52.11280034369	52.1128003433	52.1128003433	52.1128003439	52.1128003439	52.1128003439	52.1128003439	52.1128003444	52.1128003444	52.1128003444	52.1128003434	52.1128003434	52.1128003434	52.1128003448	52.1128003438	52.1128003438	52.1128003433	52.1128003403	52.1128003413	52.1128003481	52.1128003481	46.8293433854	46.8293433854	46.8293433814	46.829343388	46.829343389	40.392857635	40.392857635	0	11.512602	47.6061290518	47.6061290518	47.9906006045	50.3039506415	71.6450000031	87.2756000624	87.2756000624	87.2756000624	87.2756000621	87.2756000621	87.2756000621	87.2756000606	87.2756000616	87.2756000619	87.2756000619	87.2756000619	87.2756000619	87.2756000619	87.2756000609	87.275600061	87.2756000615	87.2756000614	87.2756000594	87.2756000621	87.2756000621	87.2756000611	87.2756000611	87.2756000571	87.2756000581	87.2756000621	87.2756000621	87.2756000621	87.2756000621	87.2756000641	87.2756000641	87.2756000621	87.2756000621	87.2756000591	87.2756000591	95.4102000641	139.5252000641	166.4444000444	166.4444000444	166.4444000414	166.4444000514	166.4444000594	166.4444000564	166.4444000564	166.4444000564	166.4444000564	166.4444000514	166.4444000324	177.8114000421	240.6208000521
Atractaspis_fallax	66.5445999985	66.5445999985	66.5446000007	66.5446000007	66.544599999	66.544599999	66.5446000013	66.5445999994	66.5445999994	66.5445999994	66.5445999996	66.5445999996	66.5445999996	66.5445999994	66.544599999	66.544599998	66.5445999974	66.5445999974	66.544600003	66.544600003	66.544599999	66.544599999	66.544599999	66.544599998	66.5446000019	66.5445999979	66.5445999979	66.5446000019	66.5446000012	66.5446000012	66.5445999954	66.5445999984	66.5445999984	66.5445999984	66.5445999954	66.5445999984	66.5445999984	66.5445999974	66.5445999984	66.5445999991	66.5445999991	66.5445999971	66.5445999975	66.5445999975	66.5445999981	66.5445999981	66.5445999981	66.5445999981	66.5445999945	66.5445999985	66.5445999985	66.5445999945	66.5445999965	66.5445999971	66.5445999971	66.5445999941	66.5445999978	66.5445999978	66.5445999985	66.5445999985	66.5445999995	66.5445999995	66.5446000031	66.5445999981	66.5445999981	66.5445999981	66.5446000021	66.5445999961	66.5445999941	66.5445999941	52.11280034339	52.11280034339	52.11280034369	52.1128003433	52.1128003433	52.1128003439	52.1128003439	52.1128003439	52.1128003439	52.1128003444	52.1128003444	52.1128003444	52.1128003434	52.1128003434	52.1128003434	52.1128003448	52.1128003438	52.1128003438	52.1128003433	52.1128003403	52.1128003413	52.1128003481	52.1128003481	46.8293433854	46.8293433854	46.8293433814	46.829343388	46.829343389	40.392857635	40.392857635	11.512602	0	47.6061290518	47.6061290518	47.9906006045	50.3039506415	71.6450000031	87.2756000624	87.2756000624	87.2756000624	87.2756000621	87.2756000621	87.2756000621	87.2756000606	87.2756000616	87.2756000619	87.2756000619	87.2756000619	87.2756000619	87.2756000619	87.2756000609	87.275600061	87.2756000615	87.2756000614	87.2756000594	87.2756000621	87.2756000621	87.2756000611	87.2756000611	87.2756000571	87.2756000581	87.2756000621	87.2756000621	87.2756000621	87.2756000621	87.2756000641	87.2756000641	87.2756000621	87.2756000621	87.2756000591	87.2756000591	95.4102000641	139.5252000641	166.4444000444	166.4444000444	166.4444000414	166.4444000514	166.4444000594	166.4444000564	166.4444000564	166.4444000564	166.4444000564	166.4444000514	166.4444000324	177.8114000421	240.6208000521
Boaedon_fuliginosus	66.5445999887	66.5445999887	66.5445999909	66.5445999909	66.5445999892	66.5445999892	66.5445999915	66.5445999896	66.5445999896	66.5445999896	66.5445999898	66.5445999898	66.5445999898	66.5445999896	66.5445999892	66.5445999882	66.5445999876	66.5445999876	66.5445999932	66.5445999932	66.5445999892	66.5445999892	66.5445999892	66.5445999882	66.5445999921	66.5445999881	66.5445999881	66.5445999921	66.5445999914	66.5445999914	66.5445999856	66.5445999886	66.5445999886	66.5445999886	66.5445999856	66.5445999886	66.5445999886	66.5445999876	66.5445999886	66.5445999893	66.5445999893	66.5445999873	66.5445999877	66.5445999877	66.5445999883	66.5445999883	66.5445999883	66.5445999883	66.5445999847	66.5445999887	66.5445999887	66.5445999847	66.5445999867	66.5445999873	66.5445999873	66.5445999843	66.544599988	66.544599988	66.5445999887	66.5445999887	66.5445999897	66.5445999897	66.5445999933	66.5445999883	66.5445999883	66.5445999883	66.5445999923	66.5445999863	66.5445999843	66.5445999843	52.11280033359	52.11280033359	52.11280033389	52.1128003335	52.1128003335	52.1128003341	52.1128003341	52.1128003341	52.1128003341	52.1128003346	52.1128003346	52.1128003346	52.1128003336	52.1128003336	52.1128003336	52.112800335	52.112800334	52.112800334	52.1128003335	52.1128003305	52.1128003315	52.1128003383	52.1128003383	47.6061290472	47.6061290472	47.6061290432	47.6061290498	47.6061290508	47.6061290468	47.6061290468	47.6061290518	47.6061290518	0	30.50605074	47.9906005947	50.3039506317	71.6449999933	87.2756000526	87.2756000526	87.2756000526	87.2756000523	87.2756000523	87.2756000523	87.2756000508	87.2756000518	87.2756000521	87.2756000521	87.2756000521	87.2756000521	87.2756000521	87.2756000511	87.2756000512	87.2756000517	87.2756000516	87.2756000496	87.2756000523	87.2756000523	87.2756000513	87.2756000513	87.2756000473	87.2756000483	87.2756000523	87.2756000523	87.2756000523	87.2756000523	87.2756000543	87.2756000543	87.2756000523	87.2756000523	87.2756000493	87.2756000493	95.4102000543	139.5252000543	166.4444000346	166.4444000346	166.4444000316	166.4444000416	166.4444000496	166.4444000466	166.4444000466	166.4444000466	166.4444000466	166.4444000416	166.4444000226	177.8114000323	240.6208000423
Lamprophis_erlangeri	66.5445999887	66.5445999887	66.5445999909	66.5445999909	66.5445999892	66.5445999892	66.5445999915	66.5445999896	66.5445999896	66.5445999896	66.5445999898	66.5445999898	66.5445999898	66.5445999896	66.5445999892	66.5445999882	66.5445999876	66.5445999876	66.5445999932	66.5445999932	66.5445999892	66.5445999892	66.5445999892	66.5445999882	66.5445999921	66.5445999881	66.5445999881	66.5445999921	66.5445999914	66.5445999914	66.5445999856	66.5445999886	66.5445999886	66.5445999886	66.5445999856	66.5445999886	66.5445999886	66.5445999876	66.5445999886	66.5445999893	66.5445999893	66.5445999873	66.5445999877	66.5445999877	66.5445999883	66.5445999883	66.5445999883	66.5445999883	66.5445999847	66.5445999887	66.5445999887	66.5445999847	66.5445999867	66.5445999873	66.5445999873	66.5445999843	66.544599988	66.544599988	66.5445999887	66.5445999887	66.5445999897	66.5445999897	66.5445999933	66.5445999883	66.5445999883	66.5445999883	66.5445999923	66.5445999863	66.5445999843	66.5445999843	52.11280033359	52.11280033359	52.11280033389	52.1128003335	52.1128003335	52.1128003341	52.1128003341	52.1128003341	52.1128003341	52.1128003346	52.1128003346	52.1128003346	52.1128003336	52.1128003336	52.1128003336	52.112800335	52.112800334	52.112800334	52.1128003335	52.1128003305	52.1128003315	52.1128003383	52.1128003383	47.6061290472	47.6061290472	47.6061290432	47.6061290498	47.6061290508	47.6061290468	47.6061290468	47.6061290518	47.6061290518	30.50605074	0	47.9906005947	50.3039506317	71.6449999933	87.2756000526	87.2756000526	87.2756000526	87.2756000523	87.2756000523	87.2756000523	87.2756000508	87.2756000518	87.2756000521	87.2756000521	87.2756000521	87.2756000521	87.2756000521	87.2756000511	87.2756000512	87.2756000517	87.2756000516	87.2756000496	87.2756000523	87.2756000523	87.2756000513	87.2756000513	87.2756000473	87.2756000483	87.2756000523	87.2756000523	87.2756000523	87.2756000523	87.2756000543	87.2756000543	87.2756000523	87.2756000523	87.2756000493	87.2756000493	95.4102000543	139.5252000543	166.4444000346	166.4444000346	166.4444000316	166.4444000416	166.4444000496	166.4444000466	166.4444000466	166.4444000466	166.4444000466	166.4444000416	166.4444000226	177.8114000323	240.6208000423
Pseudoxyrhopus_heterurus	66.544599994	66.544599994	66.5445999962	66.5445999962	66.5445999945	66.5445999945	66.5445999968	66.5445999949	66.5445999949	66.5445999949	66.5445999951	66.5445999951	66.5445999951	66.5445999949	66.5445999945	66.5445999935	66.5445999929	66.5445999929	66.5445999985	66.5445999985	66.5445999945	66.5445999945	66.5445999945	66.5445999935	66.5445999974	66.5445999934	66.5445999934	66.5445999974	66.5445999967	66.5445999967	66.5445999909	66.5445999939	66.5445999939	66.5445999939	66.5445999909	66.5445999939	66.5445999939	66.5445999929	66.5445999939	66.5445999946	66.5445999946	66.5445999926	66.544599993	66.544599993	66.5445999936	66.5445999936	66.5445999936	66.5445999936	66.54459999	66.544599994	66.544599994	66.54459999	66.544599992	66.5445999926	66.5445999926	66.5445999896	66.5445999933	66.5445999933	66.544599994	66.544599994	66.544599995	66.544599995	66.5445999986	66.5445999936	66.5445999936	66.5445999936	66.5445999976	66.5445999916	66.5445999896	66.5445999896	52.11280033889	52.11280033889	52.11280033919	52.1128003388	52.1128003388	52.1128003394	52.1128003394	52.1128003394	52.1128003394	52.1128003399	52.1128003399	52.1128003399	52.1128003389	52.1128003389	52.1128003389	52.1128003403	52.1128003393	52.1128003393	52.1128003388	52.1128003358	52.1128003368	52.1128003436	52.1128003436	47.9906005999	47.9906005999	47.9906005959	47.9906006025	47.9906006035	47.9906005995	47.9906005995	47.9906006045	47.9906006045	47.9906005947	47.9906005947	0	50.303950637	71.6449999986	87.2756000579	87.2756000579	87.2756000579	87.2756000576	87.2756000576	87.2756000576	87.2756000561	87.2756000571	87.2756000574	87.2756000574	87.2756000574	87.2756000574	87.2756000574	87.2756000564	87.2756000565	87.275600057	87.2756000569	87.2756000549	87.2756000576	87.2756000576	87.2756000566	87.2756000566	87.2756000526	87.2756000536	87.2756000576	87.2756000576	87.2756000576	87.2756000576	87.2756000596	87.2756000596	87.2756000576	87.2756000576	87.2756000546	87.2756000546	95.4102000596	139.5252000596	166.4444000399	166.4444000399	166.4444000369	166.4444000469	166.4444000549	166.4444000519	166.4444000519	166.4444000519	166.4444000519	166.4444000469	166.4444000279	177.8114000376	240.6208000476
Oxyrhabdium_leporinum	66.544599997	66.544599997	66.5445999992	66.5445999992	66.5445999975	66.5445999975	66.5445999998	66.5445999979	66.5445999979	66.5445999979	66.5445999981	66.5445999981	66.5445999981	66.5445999979	66.5445999975	66.5445999965	66.5445999959	66.5445999959	66.5446000015	66.5446000015	66.5445999975	66.5445999975	66.5445999975	66.5445999965	66.5446000004	66.5445999964	66.5445999964	66.5446000004	66.5445999997	66.5445999997	66.5445999939	66.5445999969	66.5445999969	66.5445999969	66.5445999939	66.5445999969	66.5445999969	66.5445999959	66.5445999969	66.5445999976	66.5445999976	66.5445999956	66.544599996	66.544599996	66.5445999966	66.5445999966	66.5445999966	66.5445999966	66.544599993	66.544599997	66.544599997	66.544599993	66.544599995	66.5445999956	66.5445999956	66.5445999926	66.5445999963	66.5445999963	66.544599997	66.544599997	66.544599998	66.544599998	66.5446000016	66.5445999966	66.5445999966	66.5445999966	66.5446000006	66.5445999946	66.5445999926	66.5445999926	52.11280034189	52.11280034189	52.11280034219	52.1128003418	52.1128003418	52.1128003424	52.1128003424	52.1128003424	52.1128003424	52.1128003429	52.1128003429	52.1128003429	52.1128003419	52.1128003419	52.1128003419	52.1128003433	52.1128003423	52.1128003423	52.1128003418	52.1128003388	52.1128003398	52.1128003466	52.1128003466	50.3039506369	50.3039506369	50.3039506329	50.3039506395	50.3039506405	50.3039506365	50.3039506365	50.3039506415	50.3039506415	50.3039506317	50.3039506317	50.303950637	0	71.6450000016	87.2756000609	87.2756000609	87.2756000609	87.2756000606	87.2756000606	87.2756000606	87.2756000591	87.2756000601	87.2756000604	87.2756000604	87.2756000604	87.2756000604	87.2756000604	87.2756000594	87.2756000595	87.27560006	87.2756000599	87.2756000579	87.2756000606	87.2756000606	87.2756000596	87.2756000596	87.2756000556	87.2756000566	87.2756000606	87.2756000606	87.2756000606	87.2756000606	87.2756000626	87.2756000626	87.2756000606	87.2756000606	87.2756000576	87.2756000576	95.4102000626	139.5252000626	166.4444000429	166.4444000429	166.4444000399	166.4444000499	166.4444000579	166.4444000549	166.4444000549	166.4444000549	166.4444000549	166.4444000499	166.4444000309	177.8114000406	240.6208000506
Cerberus_rynchops	71.6449999994	71.6449999994	71.6450000016	71.6450000016	71.6449999999	71.6449999999	71.6450000022	71.6450000003	71.6450000003	71.6450000003	71.6450000005	71.6450000005	71.6450000005	71.6450000003	71.6449999999	71.6449999989	71.6449999983	71.6449999983	71.6450000039	71.6450000039	71.6449999999	71.6449999999	71.6449999999	71.6449999989	71.6450000028	71.6449999988	71.6449999988	71.6450000028	71.6450000021	71.6450000021	71.6449999963	71.6449999993	71.6449999993	71.6449999993	71.6449999963	71.6449999993	71.6449999993	71.6449999983	71.6449999993	71.645	71.645	71.644999998	71.6449999984	71.6449999984	71.644999999	71.644999999	71.644999999	71.644999999	71.6449999954	71.6449999994	71.6449999994	71.6449999954	71.6449999974	71.644999998	71.644999998	71.644999995	71.6449999987	71.6449999987	71.6449999994	71.6449999994	71.6450000004	71.6450000004	71.645000004	71.644999999	71.644999999	71.644999999	71.645000003	71.644999997	71.644999995	71.644999995	71.64499999829	71.64499999829	71.64499999859	71.6449999982	71.6449999982	71.6449999988	71.6449999988	71.6449999988	71.6449999988	71.6449999993	71.6449999993	71.6449999993	71.6449999983	71.6449999983	71.6449999983	71.6449999997	71.6449999987	71.6449999987	71.6449999982	71.6449999952	71.6449999962	71.645000003	71.645000003	71.6449999985	71.6449999985	71.6449999945	71.6450000011	71.6450000021	71.6449999981	71.6449999981	71.6450000031	71.6450000031	71.6449999933	71.6449999933	71.6449999986	71.6450000016	0	87.2756000593	87.2756000593	87.2756000593	87.275600059	87.275600059	87.275600059	87.2756000575	87.2756000585	87.2756000588	87.2756000588	87.2756000588	87.2756000588	87.2756000588	87.2756000578	87.2756000579	87.2756000584	87.2756000583	87.2756000563	87.275600059	87.275600059	87.275600058	87.275600058	87.275600054	87.275600055	87.275600059	87.275600059	87.275600059	87.275600059	87.275600061	87.275600061	87.275600059	87.275600059	87.275600056	87.275600056	95.410200061	139.525200061	166.4444000413	166.4444000413	166.4444000383	166.4444000483	166.4444000563	166.4444000533	166.4444000533	166.4444000533	166.4444000533	166.4444000483	166.4444000293	177.811400039	240.620800049
Bothrops_atrox	87.2756000587	87.2756000587	87.2756000609	87.2756000609	87.2756000592	87.2756000592	87.2756000615	87.2756000596	87.2756000596	87.2756000596	87.2756000598	87.2756000598	87.2756000598	87.2756000596	87.2756000592	87.2756000582	87.2756000576	87.2756000576	87.2756000632	87.2756000632	87.2756000592	87.2756000592	87.2756000592	87.2756000582	87.2756000621	87.2756000581	87.2756000581	87.2756000621	87.2756000614	87.2756000614	87.2756000556	87.2756000586	87.2756000586	87.2756000586	87.2756000556	87.2756000586	87.2756000586	87.2756000576	87.2756000586	87.2756000593	87.2756000593	87.2756000573	87.2756000577	87.2756000577	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000547	87.2756000587	87.2756000587	87.2756000547	87.2756000567	87.2756000573	87.2756000573	87.2756000543	87.275600058	87.275600058	87.2756000587	87.2756000587	87.2756000597	87.2756000597	87.2756000633	87.2756000583	87.2756000583	87.2756000583	87.2756000623	87.2756000563	87.2756000543	87.2756000543	87.27560005759	87.27560005759	87.27560005789	87.2756000575	87.2756000575	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000586	87.2756000586	87.2756000586	87.2756000576	87.2756000576	87.2756000576	87.275600059	87.275600058	87.275600058	87.2756000575	87.2756000545	87.2756000555	87.2756000623	87.2756000623	87.2756000578	87.2756000578	87.2756000538	87.2756000604	87.2756000614	87.2756000574	87.2756000574	87.2756000624	87.2756000624	87.2756000526	87.2756000526	87.2756000579	87.2756000609	87.2756000593	0	4.963546	10.269157084	11.3099750003	11.3099750003	11.3099750003	22.4133967768	22.4133967778	22.4133967781	22.4133967781	22.4133967781	22.4133967781	22.4133967781	22.4133967771	22.4133967772	22.4133967777	22.4133967776	22.4133967756	26.1279668543	26.1279668543	28.4021384573	28.4021384573	37.5390004653	43.3826924643	46.9710003423	46.9710003423	46.9710003423	46.9710003423	46.9710003443	46.9710003443	46.9710003423	46.9710003423	46.9710003393	46.9710003393	95.4102000643	139.5252000643	166.4444000446	166.4444000446	166.4444000416	166.4444000516	166.4444000596	166.4444000566	166.4444000566	166.4444000566	166.4444000566	166.4444000516	166.4444000326	177.8114000423	240.6208000523
Bothrops_asper	87.2756000587	87.2756000587	87.2756000609	87.2756000609	87.2756000592	87.2756000592	87.2756000615	87.2756000596	87.2756000596	87.2756000596	87.2756000598	87.2756000598	87.2756000598	87.2756000596	87.2756000592	87.2756000582	87.2756000576	87.2756000576	87.2756000632	87.2756000632	87.2756000592	87.2756000592	87.2756000592	87.2756000582	87.2756000621	87.2756000581	87.2756000581	87.2756000621	87.2756000614	87.2756000614	87.2756000556	87.2756000586	87.2756000586	87.2756000586	87.2756000556	87.2756000586	87.2756000586	87.2756000576	87.2756000586	87.2756000593	87.2756000593	87.2756000573	87.2756000577	87.2756000577	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000547	87.2756000587	87.2756000587	87.2756000547	87.2756000567	87.2756000573	87.2756000573	87.2756000543	87.275600058	87.275600058	87.2756000587	87.2756000587	87.2756000597	87.2756000597	87.2756000633	87.2756000583	87.2756000583	87.2756000583	87.2756000623	87.2756000563	87.2756000543	87.2756000543	87.27560005759	87.27560005759	87.27560005789	87.2756000575	87.2756000575	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000586	87.2756000586	87.2756000586	87.2756000576	87.2756000576	87.2756000576	87.275600059	87.275600058	87.275600058	87.2756000575	87.2756000545	87.2756000555	87.2756000623	87.2756000623	87.2756000578	87.2756000578	87.2756000538	87.2756000604	87.2756000614	87.2756000574	87.2756000574	87.2756000624	87.2756000624	87.2756000526	87.2756000526	87.2756000579	87.2756000609	87.2756000593	4.963546	0	10.269157084	11.3099750003	11.3099750003	11.3099750003	22.4133967768	22.4133967778	22.4133967781	22.4133967781	22.4133967781	22.4133967781	22.4133967781	22.4133967771	22.4133967772	22.4133967777	22.4133967776	22.4133967756	26.1279668543	26.1279668543	28.4021384573	28.4021384573	37.5390004653	43.3826924643	46.9710003423	46.9710003423	46.9710003423	46.9710003423	46.9710003443	46.9710003443	46.9710003423	46.9710003423	46.9710003393	46.9710003393	95.4102000643	139.5252000643	166.4444000446	166.4444000446	166.4444000416	166.4444000516	166.4444000596	166.4444000566	166.4444000566	166.4444000566	166.4444000566	166.4444000516	166.4444000326	177.8114000423	240.6208000523
Bothrops_jararaca	87.2756000587	87.2756000587	87.2756000609	87.2756000609	87.2756000592	87.2756000592	87.2756000615	87.2756000596	87.2756000596	87.2756000596	87.2756000598	87.2756000598	87.2756000598	87.2756000596	87.2756000592	87.2756000582	87.2756000576	87.2756000576	87.2756000632	87.2756000632	87.2756000592	87.2756000592	87.2756000592	87.2756000582	87.2756000621	87.2756000581	87.2756000581	87.2756000621	87.2756000614	87.2756000614	87.2756000556	87.2756000586	87.2756000586	87.2756000586	87.2756000556	87.2756000586	87.2756000586	87.2756000576	87.2756000586	87.2756000593	87.2756000593	87.2756000573	87.2756000577	87.2756000577	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000547	87.2756000587	87.2756000587	87.2756000547	87.2756000567	87.2756000573	87.2756000573	87.2756000543	87.275600058	87.275600058	87.2756000587	87.2756000587	87.2756000597	87.2756000597	87.2756000633	87.2756000583	87.2756000583	87.2756000583	87.2756000623	87.2756000563	87.2756000543	87.2756000543	87.27560005759	87.27560005759	87.27560005789	87.2756000575	87.2756000575	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000586	87.2756000586	87.2756000586	87.2756000576	87.2756000576	87.2756000576	87.275600059	87.275600058	87.275600058	87.2756000575	87.2756000545	87.2756000555	87.2756000623	87.2756000623	87.2756000578	87.2756000578	87.2756000538	87.2756000604	87.2756000614	87.2756000574	87.2756000574	87.2756000624	87.2756000624	87.2756000526	87.2756000526	87.2756000579	87.2756000609	87.2756000593	10.269157084	10.269157084	0	11.3099750003	11.3099750003	11.3099750003	22.4133967768	22.4133967778	22.4133967781	22.4133967781	22.4133967781	22.4133967781	22.4133967781	22.4133967771	22.4133967772	22.4133967777	22.4133967776	22.4133967756	26.1279668543	26.1279668543	28.4021384573	28.4021384573	37.5390004653	43.3826924643	46.9710003423	46.9710003423	46.9710003423	46.9710003423	46.9710003443	46.9710003443	46.9710003423	46.9710003423	46.9710003393	46.9710003393	95.4102000643	139.5252000643	166.4444000446	166.4444000446	166.4444000416	166.4444000516	166.4444000596	166.4444000566	166.4444000566	166.4444000566	166.4444000566	166.4444000516	166.4444000326	177.8114000423	240.6208000523
