	Masticophis_lateralis	Coluber_constrictor	Drymarchon_corais	Phrynonax_poecilonotus	Leptophis_mexicanus	Drymobius_margaritiferus	Ptyas_mucosa	Arizona_elegans	Pantherophis_guttatus	Pantherophis_vulpinus	Pantherophis_alleghaniensis	Pantherophis_spiloides	Pantherophis_obsoletus	Pituophis_catenifer	Pseudelaphe_flavirufa	Elaphe_schrenckii	Oligodon_sublineatus	Oligodon_taeniolatus	Crotaphopeltis_hotamboeia	Telescopus_dhara	Boiga_trigonata	Boiga_beddomei	Boiga_ceylonensis	Boiga_barnesii	Dasypeltis_abyssina	Lycodon_aulicus	Lycodon_carinatus	Stegonotus_admiraltiensis	Hemorrhois_hippocrepis	Philothamnus_battersbyi	Dendrelaphis_bifrenalis	Dendrelaphis_tristis	Dendrelaphis_schokari	Dendrelaphis_caudolineolatus	Chrysopelea_ornata	Ahaetulla_pulverulenta	Ahaetulla_nasuta	Ahaetulla_prasina	Grayia_smithii	Sibynophis_collaris	Sibynophis_subpunctatus	Thamnophis_elegans	Thamnophis_saurita	Thamnophis_sirtalis	Nerodia_floridana	Natrix_natrix	Natrix_helvetica	Natrix_maura	Rhabdophis_nuchalis	Fowlea_piscator	Amphiesma_stolatum	Natriciteres_olivacea	Aspidura_guentheri	Erythrolamprus_reginae	Xenodon_rabdocephalus	Siphlophis_compressus	Tropidodipsas_fasciata	Tropidodipsas_sartorii	Ninia_sebae	Ninia_diademata	Coniophanes_schmidti	Coniophanes_imperialis	Leptodeira_frenata	Imantodes_gemmistratus	Imantodes_tenuissimus	Imantodes_cenchoa	Diadophis_punctatus	Thermophis_baileyi	Pseudoxenodon_macrops	Pseudoxenodon_stejnegeri	Hydrophis_ornatus	Hydrophis_major	Hydrophis_schistosus	Hydrophis_curtus	Hydrophis_elegans	Hydrophis_melanocephalus	Hydrophis_cyanocinctus	Aipysurus_laevis	Notechis_scutatus	Pseudonaja_textilis	Laticauda_colubrina	Laticauda_laticaudata	Bungarus_multicinctus	Bungarus_caeruleus	Bungarus_ceylonicus	Naja_melanoleuca	Naja_haje	Naja_naja	Naja_nigricollis	Aspidelaps_lubricus	Ophiophagus_hannah	Micrurus_fulvius	Micrurus_diastema	Psammophis_sibilans	Psammophis_punctulatus	Mimophis_mahfalensis	Malpolon_monspessulanus	Psammodynastes_pulverulentus	Aparallactus_lunulatus	Aparallactus_werneri	Atractaspis_microlepidota	Atractaspis_fallax	Boaedon_fuliginosus	Lamprophis_erlangeri	Pseudoxyrhopus_heterurus	Oxyrhabdium_leporinum	Cerberus_rynchops	Bothrops_atrox	Bothrops_asper	Bothrops_jararaca	Bothrops_alternatus	Bothrops_fonsecai	Bothrops_cotiara	Crotalus_simus	Crotalus_horridus	Crotalus_helleri	Crotalus_viridis	Crotalus_tigris	Crotalus_mitchellii	Crotalus_adamanteus	Crotalus_ruber	Crotalus_aquilus	Crotalus_enyo	Sistrurus_catenatus	Agkistrodon_piscivorus	Protobothrops_mucrosquamatus	Protobothrops_flavoviridis	Trimeresurus_albolabris	Trimeresurus_trigonocephalus	Hypnale_hypnale	Azemiops_feae	Vipera_ursinii	Vipera_berus	Vipera_latastei	Vipera_ammodytes	Daboia_russelii	Daboia_siamensis	Macrovipera_schweizeri	Cerastes_gasperettii	Bitis_arietans	Causus_rhombeatus	Pareas_carinatus	Acrochordus_granulatus	Corallus_caninus	Boa_constrictor	Candoia_aspera	Charina_bottae	Liasis_olivaceus	Simalia_tracyae	Simalia_boeleni	Morelia_carinata	Morelia_viridis	Python_bivittatus	Rhinophis_saffragamus	Anilius_scytale	Anilios_bituberculatus
Hemorrhois_hippocrepis	35.6052553669	35.6052553669	35.6052553691	35.6052553691	35.6052553674	35.6052553674	35.6052553697	35.6052553678	35.6052553678	35.6052553678	35.605255368	35.605255368	35.605255368	35.6052553678	35.6052553674	35.6052553664	35.6052553658	35.6052553658	35.6052553714	35.6052553714	35.6052553674	35.6052553674	35.6052553674	35.6052553664	35.6052553703	35.6052553663	35.6052553663	35.6052553703	0	34.85993274	47.4747992998	47.4747993028	47.4747993028	47.4747993028	47.4747992998	47.4747993028	47.4747993028	47.4747993018	51.1073393228	52.5489353461	52.5489353461	55.2737994901	55.2737994905	55.2737994905	55.2737994911	55.2737994911	55.2737994911	55.2737994911	55.2737994875	55.2737994915	55.2737994915	55.2737994875	55.2737994895	58.3101998361	58.3101998361	58.3101998331	58.3101998368	58.3101998368	58.3101998375	58.3101998375	58.3101998385	58.3101998385	58.3101998421	58.3101998371	58.3101998371	58.3101998371	58.3101998411	58.3101998351	58.3101998331	58.3101998331	66.54459999639	66.54459999639	66.54459999669	66.5445999963	66.5445999963	66.5445999969	66.5445999969	66.5445999969	66.5445999969	66.5445999974	66.5445999974	66.5445999974	66.5445999964	66.5445999964	66.5445999964	66.5445999978	66.5445999968	66.5445999968	66.5445999963	66.5445999933	66.5445999943	66.5446000011	66.5446000011	66.5445999966	66.5445999966	66.5445999926	66.5445999992	66.5446000002	66.5445999962	66.5445999962	66.5446000012	66.5446000012	66.5445999914	66.5445999914	66.5445999967	66.5445999997	71.6450000021	87.2756000614	87.2756000614	87.2756000614	87.2756000611	87.2756000611	87.2756000611	87.2756000596	87.2756000606	87.2756000609	87.2756000609	87.2756000609	87.2756000609	87.2756000609	87.2756000599	87.27560006	87.2756000605	87.2756000604	87.2756000584	87.2756000611	87.2756000611	87.2756000601	87.2756000601	87.2756000561	87.2756000571	87.2756000611	87.2756000611	87.2756000611	87.2756000611	87.2756000631	87.2756000631	87.2756000611	87.2756000611	87.2756000581	87.2756000581	95.4102000631	139.5252000631	166.4444000434	166.4444000434	166.4444000404	166.4444000504	166.4444000584	166.4444000554	166.4444000554	166.4444000554	166.4444000554	166.4444000504	166.4444000314	177.8114000411	240.6208000511
Philothamnus_battersbyi	35.6052553669	35.6052553669	35.6052553691	35.6052553691	35.6052553674	35.6052553674	35.6052553697	35.6052553678	35.6052553678	35.6052553678	35.605255368	35.605255368	35.605255368	35.6052553678	35.6052553674	35.6052553664	35.6052553658	35.6052553658	35.6052553714	35.6052553714	35.6052553674	35.6052553674	35.6052553674	35.6052553664	35.6052553703	35.6052553663	35.6052553663	35.6052553703	34.85993274	0	47.4747992998	47.4747993028	47.4747993028	47.4747993028	47.4747992998	47.4747993028	47.4747993028	47.4747993018	51.1073393228	52.5489353461	52.5489353461	55.2737994901	55.2737994905	55.2737994905	55.2737994911	55.2737994911	55.2737994911	55.2737994911	55.2737994875	55.2737994915	55.2737994915	55.2737994875	55.2737994895	58.3101998361	58.3101998361	58.3101998331	58.3101998368	58.3101998368	58.3101998375	58.3101998375	58.3101998385	58.3101998385	58.3101998421	58.3101998371	58.3101998371	58.3101998371	58.3101998411	58.3101998351	58.3101998331	58.3101998331	66.54459999639	66.54459999639	66.54459999669	66.5445999963	66.5445999963	66.5445999969	66.5445999969	66.5445999969	66.5445999969	66.5445999974	66.5445999974	66.5445999974	66.5445999964	66.5445999964	66.5445999964	66.5445999978	66.5445999968	66.5445999968	66.5445999963	66.5445999933	66.5445999943	66.5446000011	66.5446000011	66.5445999966	66.5445999966	66.5445999926	66.5445999992	66.5446000002	66.5445999962	66.5445999962	66.5446000012	66.5446000012	66.5445999914	66.5445999914	66.5445999967	66.5445999997	71.6450000021	87.2756000614	87.2756000614	87.2756000614	87.2756000611	87.2756000611	87.2756000611	87.2756000596	87.2756000606	87.2756000609	87.2756000609	87.2756000609	87.2756000609	87.2756000609	87.2756000599	87.27560006	87.2756000605	87.2756000604	87.2756000584	87.2756000611	87.2756000611	87.2756000601	87.2756000601	87.2756000561	87.2756000571	87.2756000611	87.2756000611	87.2756000611	87.2756000611	87.2756000631	87.2756000631	87.2756000611	87.2756000611	87.2756000581	87.2756000581	95.4102000631	139.5252000631	166.4444000434	166.4444000434	166.4444000404	166.4444000504	166.4444000584	166.4444000554	166.4444000554	166.4444000554	166.4444000554	166.4444000504	166.4444000314	177.8114000411	240.6208000511
Dendrelaphis_bifrenalis	47.4747992971	47.4747992971	47.4747992993	47.4747992993	47.4747992976	47.4747992976	47.4747992999	47.474799298	47.474799298	47.474799298	47.4747992982	47.4747992982	47.4747992982	47.474799298	47.4747992976	47.4747992966	47.474799296	47.474799296	47.4747993016	47.4747993016	47.4747992976	47.4747992976	47.4747992976	47.4747992966	47.4747993005	47.4747992965	47.4747992965	47.4747993005	47.4747992998	47.4747992998	0	27.433374103	27.433374103	30.117922197	34.93063416	38.307226481	38.307226481	38.30722648	51.107339317	52.5489353403	52.5489353403	55.2737994843	55.2737994847	55.2737994847	55.2737994853	55.2737994853	55.2737994853	55.2737994853	55.2737994817	55.2737994857	55.2737994857	55.2737994817	55.2737994837	58.3101998303	58.3101998303	58.3101998273	58.310199831	58.310199831	58.3101998317	58.3101998317	58.3101998327	58.3101998327	58.3101998363	58.3101998313	58.3101998313	58.3101998313	58.3101998353	58.3101998293	58.3101998273	58.3101998273	66.54459999059	66.54459999059	66.54459999089	66.5445999905	66.5445999905	66.5445999911	66.5445999911	66.5445999911	66.5445999911	66.5445999916	66.5445999916	66.5445999916	66.5445999906	66.5445999906	66.5445999906	66.544599992	66.544599991	66.544599991	66.5445999905	66.5445999875	66.5445999885	66.5445999953	66.5445999953	66.5445999908	66.5445999908	66.5445999868	66.5445999934	66.5445999944	66.5445999904	66.5445999904	66.5445999954	66.5445999954	66.5445999856	66.5445999856	66.5445999909	66.5445999939	71.6449999963	87.2756000556	87.2756000556	87.2756000556	87.2756000553	87.2756000553	87.2756000553	87.2756000538	87.2756000548	87.2756000551	87.2756000551	87.2756000551	87.2756000551	87.2756000551	87.2756000541	87.2756000542	87.2756000547	87.2756000546	87.2756000526	87.2756000553	87.2756000553	87.2756000543	87.2756000543	87.2756000503	87.2756000513	87.2756000553	87.2756000553	87.2756000553	87.2756000553	87.2756000573	87.2756000573	87.2756000553	87.2756000553	87.2756000523	87.2756000523	95.4102000573	139.5252000573	166.4444000376	166.4444000376	166.4444000346	166.4444000446	166.4444000526	166.4444000496	166.4444000496	166.4444000496	166.4444000496	166.4444000446	166.4444000256	177.8114000353	240.6208000453
Dendrelaphis_tristis	47.4747993001	47.4747993001	47.4747993023	47.4747993023	47.4747993006	47.4747993006	47.4747993029	47.474799301	47.474799301	47.474799301	47.4747993012	47.4747993012	47.4747993012	47.474799301	47.4747993006	47.4747992996	47.474799299	47.474799299	47.4747993046	47.4747993046	47.4747993006	47.4747993006	47.4747993006	47.4747992996	47.4747993035	47.4747992995	47.4747992995	47.4747993035	47.4747993028	47.4747993028	27.433374103	0	15.392048	30.1179222	34.930634163	38.307226484	38.307226484	38.307226483	51.10733932	52.5489353433	52.5489353433	55.2737994873	55.2737994877	55.2737994877	55.2737994883	55.2737994883	55.2737994883	55.2737994883	55.2737994847	55.2737994887	55.2737994887	55.2737994847	55.2737994867	58.3101998333	58.3101998333	58.3101998303	58.310199834	58.310199834	58.3101998347	58.3101998347	58.3101998357	58.3101998357	58.3101998393	58.3101998343	58.3101998343	58.3101998343	58.3101998383	58.3101998323	58.3101998303	58.3101998303	66.54459999359	66.54459999359	66.54459999389	66.5445999935	66.5445999935	66.5445999941	66.5445999941	66.5445999941	66.5445999941	66.5445999946	66.5445999946	66.5445999946	66.5445999936	66.5445999936	66.5445999936	66.544599995	66.544599994	66.544599994	66.5445999935	66.5445999905	66.5445999915	66.5445999983	66.5445999983	66.5445999938	66.5445999938	66.5445999898	66.5445999964	66.5445999974	66.5445999934	66.5445999934	66.5445999984	66.5445999984	66.5445999886	66.5445999886	66.5445999939	66.5445999969	71.6449999993	87.2756000586	87.2756000586	87.2756000586	87.2756000583	87.2756000583	87.2756000583	87.2756000568	87.2756000578	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000571	87.2756000572	87.2756000577	87.2756000576	87.2756000556	87.2756000583	87.2756000583	87.2756000573	87.2756000573	87.2756000533	87.2756000543	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000603	87.2756000603	87.2756000583	87.2756000583	87.2756000553	87.2756000553	95.4102000603	139.5252000603	166.4444000406	166.4444000406	166.4444000376	166.4444000476	166.4444000556	166.4444000526	166.4444000526	166.4444000526	166.4444000526	166.4444000476	166.4444000286	177.8114000383	240.6208000483
Dendrelaphis_schokari	47.4747993001	47.4747993001	47.4747993023	47.4747993023	47.4747993006	47.4747993006	47.4747993029	47.474799301	47.474799301	47.474799301	47.4747993012	47.4747993012	47.4747993012	47.474799301	47.4747993006	47.4747992996	47.474799299	47.474799299	47.4747993046	47.4747993046	47.4747993006	47.4747993006	47.4747993006	47.4747992996	47.4747993035	47.4747992995	47.4747992995	47.4747993035	47.4747993028	47.4747993028	27.433374103	15.392048	0	30.1179222	34.930634163	38.307226484	38.307226484	38.307226483	51.10733932	52.5489353433	52.5489353433	55.2737994873	55.2737994877	55.2737994877	55.2737994883	55.2737994883	55.2737994883	55.2737994883	55.2737994847	55.2737994887	55.2737994887	55.2737994847	55.2737994867	58.3101998333	58.3101998333	58.3101998303	58.310199834	58.310199834	58.3101998347	58.3101998347	58.3101998357	58.3101998357	58.3101998393	58.3101998343	58.3101998343	58.3101998343	58.3101998383	58.3101998323	58.3101998303	58.3101998303	66.54459999359	66.54459999359	66.54459999389	66.5445999935	66.5445999935	66.5445999941	66.5445999941	66.5445999941	66.5445999941	66.5445999946	66.5445999946	66.5445999946	66.5445999936	66.5445999936	66.5445999936	66.544599995	66.544599994	66.544599994	66.5445999935	66.5445999905	66.5445999915	66.5445999983	66.5445999983	66.5445999938	66.5445999938	66.5445999898	66.5445999964	66.5445999974	66.5445999934	66.5445999934	66.5445999984	66.5445999984	66.5445999886	66.5445999886	66.5445999939	66.5445999969	71.6449999993	87.2756000586	87.2756000586	87.2756000586	87.2756000583	87.2756000583	87.2756000583	87.2756000568	87.2756000578	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000571	87.2756000572	87.2756000577	87.2756000576	87.2756000556	87.2756000583	87.2756000583	87.2756000573	87.2756000573	87.2756000533	87.2756000543	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000603	87.2756000603	87.2756000583	87.2756000583	87.2756000553	87.2756000553	95.4102000603	139.5252000603	166.4444000406	166.4444000406	166.4444000376	166.4444000476	166.4444000556	166.4444000526	166.4444000526	166.4444000526	166.4444000526	166.4444000476	166.4444000286	177.8114000383	240.6208000483
Dendrelaphis_caudolineolatus	47.4747993001	47.4747993001	47.4747993023	47.4747993023	47.4747993006	47.4747993006	47.4747993029	47.474799301	47.474799301	47.474799301	47.4747993012	47.4747993012	47.4747993012	47.474799301	47.4747993006	47.4747992996	47.474799299	47.474799299	47.4747993046	47.4747993046	47.4747993006	47.4747993006	47.4747993006	47.4747992996	47.4747993035	47.4747992995	47.4747992995	47.4747993035	47.4747993028	47.4747993028	30.117922197	30.1179222	30.1179222	0	34.930634163	38.307226484	38.307226484	38.307226483	51.10733932	52.5489353433	52.5489353433	55.2737994873	55.2737994877	55.2737994877	55.2737994883	55.2737994883	55.2737994883	55.2737994883	55.2737994847	55.2737994887	55.2737994887	55.2737994847	55.2737994867	58.3101998333	58.3101998333	58.3101998303	58.310199834	58.310199834	58.3101998347	58.3101998347	58.3101998357	58.3101998357	58.3101998393	58.3101998343	58.3101998343	58.3101998343	58.3101998383	58.3101998323	58.3101998303	58.3101998303	66.54459999359	66.54459999359	66.54459999389	66.5445999935	66.5445999935	66.5445999941	66.5445999941	66.5445999941	66.5445999941	66.5445999946	66.5445999946	66.5445999946	66.5445999936	66.5445999936	66.5445999936	66.544599995	66.544599994	66.544599994	66.5445999935	66.5445999905	66.5445999915	66.5445999983	66.5445999983	66.5445999938	66.5445999938	66.5445999898	66.5445999964	66.5445999974	66.5445999934	66.5445999934	66.5445999984	66.5445999984	66.5445999886	66.5445999886	66.5445999939	66.5445999969	71.6449999993	87.2756000586	87.2756000586	87.2756000586	87.2756000583	87.2756000583	87.2756000583	87.2756000568	87.2756000578	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000571	87.2756000572	87.2756000577	87.2756000576	87.2756000556	87.2756000583	87.2756000583	87.2756000573	87.2756000573	87.2756000533	87.2756000543	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000603	87.2756000603	87.2756000583	87.2756000583	87.2756000553	87.2756000553	95.4102000603	139.5252000603	166.4444000406	166.4444000406	166.4444000376	166.4444000476	166.4444000556	166.4444000526	166.4444000526	166.4444000526	166.4444000526	166.4444000476	166.4444000286	177.8114000383	240.6208000483
Chrysopelea_ornata	47.4747992971	47.4747992971	47.4747992993	47.4747992993	47.4747992976	47.4747992976	47.4747992999	47.474799298	47.474799298	47.474799298	47.4747992982	47.4747992982	47.4747992982	47.474799298	47.4747992976	47.4747992966	47.474799296	47.474799296	47.4747993016	47.4747993016	47.4747992976	47.4747992976	47.4747992976	47.4747992966	47.4747993005	47.4747992965	47.4747992965	47.4747993005	47.4747992998	47.4747992998	34.93063416	34.930634163	34.930634163	34.930634163	0	38.307226481	38.307226481	38.30722648	51.107339317	52.5489353403	52.5489353403	55.2737994843	55.2737994847	55.2737994847	55.2737994853	55.2737994853	55.2737994853	55.2737994853	55.2737994817	55.2737994857	55.2737994857	55.2737994817	55.2737994837	58.3101998303	58.3101998303	58.3101998273	58.310199831	58.310199831	58.3101998317	58.3101998317	58.3101998327	58.3101998327	58.3101998363	58.3101998313	58.3101998313	58.3101998313	58.3101998353	58.3101998293	58.3101998273	58.3101998273	66.54459999059	66.54459999059	66.54459999089	66.5445999905	66.5445999905	66.5445999911	66.5445999911	66.5445999911	66.5445999911	66.5445999916	66.5445999916	66.5445999916	66.5445999906	66.5445999906	66.5445999906	66.544599992	66.544599991	66.544599991	66.5445999905	66.5445999875	66.5445999885	66.5445999953	66.5445999953	66.5445999908	66.5445999908	66.5445999868	66.5445999934	66.5445999944	66.5445999904	66.5445999904	66.5445999954	66.5445999954	66.5445999856	66.5445999856	66.5445999909	66.5445999939	71.6449999963	87.2756000556	87.2756000556	87.2756000556	87.2756000553	87.2756000553	87.2756000553	87.2756000538	87.2756000548	87.2756000551	87.2756000551	87.2756000551	87.2756000551	87.2756000551	87.2756000541	87.2756000542	87.2756000547	87.2756000546	87.2756000526	87.2756000553	87.2756000553	87.2756000543	87.2756000543	87.2756000503	87.2756000513	87.2756000553	87.2756000553	87.2756000553	87.2756000553	87.2756000573	87.2756000573	87.2756000553	87.2756000553	87.2756000523	87.2756000523	95.4102000573	139.5252000573	166.4444000376	166.4444000376	166.4444000346	166.4444000446	166.4444000526	166.4444000496	166.4444000496	166.4444000496	166.4444000496	166.4444000446	166.4444000256	177.8114000353	240.6208000453
Ahaetulla_pulverulenta	47.4747993001	47.4747993001	47.4747993023	47.4747993023	47.4747993006	47.4747993006	47.4747993029	47.474799301	47.474799301	47.474799301	47.4747993012	47.4747993012	47.4747993012	47.474799301	47.4747993006	47.4747992996	47.474799299	47.474799299	47.4747993046	47.4747993046	47.4747993006	47.4747993006	47.4747993006	47.4747992996	47.4747993035	47.4747992995	47.4747992995	47.4747993035	47.4747993028	47.4747993028	38.307226481	38.307226484	38.307226484	38.307226484	38.307226481	0	9.29151	20.337817141	51.10733932	52.5489353433	52.5489353433	55.2737994873	55.2737994877	55.2737994877	55.2737994883	55.2737994883	55.2737994883	55.2737994883	55.2737994847	55.2737994887	55.2737994887	55.2737994847	55.2737994867	58.3101998333	58.3101998333	58.3101998303	58.310199834	58.310199834	58.3101998347	58.3101998347	58.3101998357	58.3101998357	58.3101998393	58.3101998343	58.3101998343	58.3101998343	58.3101998383	58.3101998323	58.3101998303	58.3101998303	66.54459999359	66.54459999359	66.54459999389	66.5445999935	66.5445999935	66.5445999941	66.5445999941	66.5445999941	66.5445999941	66.5445999946	66.5445999946	66.5445999946	66.5445999936	66.5445999936	66.5445999936	66.544599995	66.544599994	66.544599994	66.5445999935	66.5445999905	66.5445999915	66.5445999983	66.5445999983	66.5445999938	66.5445999938	66.5445999898	66.5445999964	66.5445999974	66.5445999934	66.5445999934	66.5445999984	66.5445999984	66.5445999886	66.5445999886	66.5445999939	66.5445999969	71.6449999993	87.2756000586	87.2756000586	87.2756000586	87.2756000583	87.2756000583	87.2756000583	87.2756000568	87.2756000578	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000571	87.2756000572	87.2756000577	87.2756000576	87.2756000556	87.2756000583	87.2756000583	87.2756000573	87.2756000573	87.2756000533	87.2756000543	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000603	87.2756000603	87.2756000583	87.2756000583	87.2756000553	87.2756000553	95.4102000603	139.5252000603	166.4444000406	166.4444000406	166.4444000376	166.4444000476	166.4444000556	166.4444000526	166.4444000526	166.4444000526	166.4444000526	166.4444000476	166.4444000286	177.8114000383	240.6208000483
Ahaetulla_nasuta	47.4747993001	47.4747993001	47.4747993023	47.4747993023	47.4747993006	47.4747993006	47.4747993029	47.474799301	47.474799301	47.474799301	47.4747993012	47.4747993012	47.4747993012	47.474799301	47.4747993006	47.4747992996	47.474799299	47.474799299	47.4747993046	47.4747993046	47.4747993006	47.4747993006	47.4747993006	47.4747992996	47.4747993035	47.4747992995	47.4747992995	47.4747993035	47.4747993028	47.4747993028	38.307226481	38.307226484	38.307226484	38.307226484	38.307226481	9.29151	0	20.337817141	51.10733932	52.5489353433	52.5489353433	55.2737994873	55.2737994877	55.2737994877	55.2737994883	55.2737994883	55.2737994883	55.2737994883	55.2737994847	55.2737994887	55.2737994887	55.2737994847	55.2737994867	58.3101998333	58.3101998333	58.3101998303	58.310199834	58.310199834	58.3101998347	58.3101998347	58.3101998357	58.3101998357	58.3101998393	58.3101998343	58.3101998343	58.3101998343	58.3101998383	58.3101998323	58.3101998303	58.3101998303	66.54459999359	66.54459999359	66.54459999389	66.5445999935	66.5445999935	66.5445999941	66.5445999941	66.5445999941	66.5445999941	66.5445999946	66.5445999946	66.5445999946	66.5445999936	66.5445999936	66.5445999936	66.544599995	66.544599994	66.544599994	66.5445999935	66.5445999905	66.5445999915	66.5445999983	66.5445999983	66.5445999938	66.5445999938	66.5445999898	66.5445999964	66.5445999974	66.5445999934	66.5445999934	66.5445999984	66.5445999984	66.5445999886	66.5445999886	66.5445999939	66.5445999969	71.6449999993	87.2756000586	87.2756000586	87.2756000586	87.2756000583	87.2756000583	87.2756000583	87.2756000568	87.2756000578	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000571	87.2756000572	87.2756000577	87.2756000576	87.2756000556	87.2756000583	87.2756000583	87.2756000573	87.2756000573	87.2756000533	87.2756000543	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000603	87.2756000603	87.2756000583	87.2756000583	87.2756000553	87.2756000553	95.4102000603	139.5252000603	166.4444000406	166.4444000406	166.4444000376	166.4444000476	166.4444000556	166.4444000526	166.4444000526	166.4444000526	166.4444000526	166.4444000476	166.4444000286	177.8114000383	240.6208000483
Ahaetulla_prasina	47.4747992991	47.4747992991	47.4747993013	47.4747993013	47.4747992996	47.4747992996	47.4747993019	47.4747993	47.4747993	47.4747993	47.4747993002	47.4747993002	47.4747993002	47.4747993	47.4747992996	47.4747992986	47.474799298	47.474799298	47.4747993036	47.4747993036	47.4747992996	47.4747992996	47.4747992996	47.4747992986	47.4747993025	47.4747992985	47.4747992985	47.4747993025	47.4747993018	47.4747993018	38.30722648	38.307226483	38.307226483	38.307226483	38.30722648	20.337817141	20.337817141	0	51.107339319	52.5489353423	52.5489353423	55.2737994863	55.2737994867	55.2737994867	55.2737994873	55.2737994873	55.2737994873	55.2737994873	55.2737994837	55.2737994877	55.2737994877	55.2737994837	55.2737994857	58.3101998323	58.3101998323	58.3101998293	58.310199833	58.310199833	58.3101998337	58.3101998337	58.3101998347	58.3101998347	58.3101998383	58.3101998333	58.3101998333	58.3101998333	58.3101998373	58.3101998313	58.3101998293	58.3101998293	66.54459999259	66.54459999259	66.54459999289	66.5445999925	66.5445999925	66.5445999931	66.5445999931	66.5445999931	66.5445999931	66.5445999936	66.5445999936	66.5445999936	66.5445999926	66.5445999926	66.5445999926	66.544599994	66.544599993	66.544599993	66.5445999925	66.5445999895	66.5445999905	66.5445999973	66.5445999973	66.5445999928	66.5445999928	66.5445999888	66.5445999954	66.5445999964	66.5445999924	66.5445999924	66.5445999974	66.5445999974	66.5445999876	66.5445999876	66.5445999929	66.5445999959	71.6449999983	87.2756000576	87.2756000576	87.2756000576	87.2756000573	87.2756000573	87.2756000573	87.2756000558	87.2756000568	87.2756000571	87.2756000571	87.2756000571	87.2756000571	87.2756000571	87.2756000561	87.2756000562	87.2756000567	87.2756000566	87.2756000546	87.2756000573	87.2756000573	87.2756000563	87.2756000563	87.2756000523	87.2756000533	87.2756000573	87.2756000573	87.2756000573	87.2756000573	87.2756000593	87.2756000593	87.2756000573	87.2756000573	87.2756000543	87.2756000543	95.4102000593	139.5252000593	166.4444000396	166.4444000396	166.4444000366	166.4444000466	166.4444000546	166.4444000516	166.4444000516	166.4444000516	166.4444000516	166.4444000466	166.4444000276	177.8114000373	240.6208000473
Grayia_smithii	51.1073393201	51.1073393201	51.1073393223	51.1073393223	51.1073393206	51.1073393206	51.1073393229	51.107339321	51.107339321	51.107339321	51.1073393212	51.1073393212	51.1073393212	51.107339321	51.1073393206	51.1073393196	51.107339319	51.107339319	51.1073393246	51.1073393246	51.1073393206	51.1073393206	51.1073393206	51.1073393196	51.1073393235	51.1073393195	51.1073393195	51.1073393235	51.1073393228	51.1073393228	51.107339317	51.10733932	51.10733932	51.10733932	51.107339317	51.10733932	51.10733932	51.107339319	0	52.5489353433	52.5489353433	55.2737994873	55.2737994877	55.2737994877	55.2737994883	55.2737994883	55.2737994883	55.2737994883	55.2737994847	55.2737994887	55.2737994887	55.2737994847	55.2737994867	58.3101998333	58.3101998333	58.3101998303	58.310199834	58.310199834	58.3101998347	58.3101998347	58.3101998357	58.3101998357	58.3101998393	58.3101998343	58.3101998343	58.3101998343	58.3101998383	58.3101998323	58.3101998303	58.3101998303	66.54459999359	66.54459999359	66.54459999389	66.5445999935	66.5445999935	66.5445999941	66.5445999941	66.5445999941	66.5445999941	66.5445999946	66.5445999946	66.5445999946	66.5445999936	66.5445999936	66.5445999936	66.544599995	66.544599994	66.544599994	66.5445999935	66.5445999905	66.5445999915	66.5445999983	66.5445999983	66.5445999938	66.5445999938	66.5445999898	66.5445999964	66.5445999974	66.5445999934	66.5445999934	66.5445999984	66.5445999984	66.5445999886	66.5445999886	66.5445999939	66.5445999969	71.6449999993	87.2756000586	87.2756000586	87.2756000586	87.2756000583	87.2756000583	87.2756000583	87.2756000568	87.2756000578	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000581	87.2756000571	87.2756000572	87.2756000577	87.2756000576	87.2756000556	87.2756000583	87.2756000583	87.2756000573	87.2756000573	87.2756000533	87.2756000543	87.2756000583	87.2756000583	87.2756000583	87.2756000583	87.2756000603	87.2756000603	87.2756000583	87.2756000583	87.2756000553	87.2756000553	95.4102000603	139.5252000603	166.4444000406	166.4444000406	166.4444000376	166.4444000476	166.4444000556	166.4444000526	166.4444000526	166.4444000526	166.4444000526	166.4444000476	166.4444000286	177.8114000383	240.6208000483
