	Ctenosaura_bakeri	Cachryx_defensor	Iguana_delicatissima	Iguana_iguana	Cyclura_pinguis	Gambelia_wislizenii	Basiliscus_vittatus	Corytophanes_hernandesii	Laemanctus_serratus	Anolis_apletophallus	Anolis_lemurinus	Anolis_rodriguezii	Anolis_tropidonotus	Anolis_sericeus	Anolis_planiceps	Anolis_sagrei	Anolis_carolinensis	Sceloporus_tristichus	Sceloporus_undulatus	Sceloporus_occidentalis	Sceloporus_chrysostictus	Urosaurus_nigricaudus	Phrynosoma_platyrhinos	Phrynosoma_blainvillii	Calotes_versicolor	Agama_finchi	Agama_doriae	Xenagama_zonura	Acanthocercus_atricollis	Acanthocercus_guentherpetersi	Acanthocercus_cyanogaster	Acanthocercus_annectans	Phrynocephalus_versicolor	Phrynocephalus_vlangalii	Phrynocephalus_putjatai	Phrynocephalus_forsythii	Laudakia_wui	Pogona_vitticeps	Intellagama_lesueurii	Trioceros_balebicornutus	Trioceros_harennae	Trioceros_affinis	Chamaeleo_calyptratus	Chamaeleo_gracilis	Chamaeleo_laevigatus	Chamaeleo_dilepis	Bradypodion_ventrale	Bradypodion_pumilum	Furcifer_pardalis	Elgaria_multicarinata	Ophisaurus_attenuatus	Anniella_stebbinsi	Varanus_macraei	Varanus_salvator	Varanus_acanthurus	Varanus_komodoensis	Varanus_albigularis	Varanus_niloticus	Shinisaurus_crocodilurus	Acrochordus_granulatus	Latastia_doriai	Darevskia_unisexualis	Darevskia_armeniaca	Darevskia_mixta	Darevskia_valentini	Lacerta_agilis	Lacerta_bilineata	Lacerta_viridis	Zootoca_vivipara	Podarcis_bocagei	Podarcis_vaucheri	Podarcis_liolepis	Podarcis_muralis	Podarcis_raffonei	Podarcis_siculus	Podarcis_tiliguerta	Podarcis_filfolensis	Podarcis_cretensis	Podarcis_pityusensis	Podarcis_lilfordi	Podarcis_gaigeae	Podarcis_melisellensis	Podarcis_erhardii	Gallotia_galloti	Rhineura_floridana	Tretioscincus_oriximinensis	Calyptommatus_sinebrachiatus	Bachia_flavescens	Aspidoscelis_angusticeps	Aspidoscelis_marmoratus	Aspidoscelis_tigris	Holcosus_undulatus	Kentropyx_calcarata	Ameiva_ameiva	Tupinambis_teguixin	Salvator_merianae	Carinascincus_ocellatus	Cryptoblepharus_egeriae	Acritoscincus_duperreyi	Mochlus_sundevallii	Trachylepis_striata	Trachylepis_maculilabris	Trachylepis_brevicollis	Marisora_unimarginata	Tiliqua_scincoides	Tiliqua_occipitalis	Lerista_edwardsae	Mesoscincus_schwartzei	Plestiodon_gilberti	Cordylus_rivae	Hemicordylus_capensis	Paroedura_picta	Gekko_japonicus	Gekko_gecko	Lepidodactylus_listeri	Heteronotia_binoei	Hemidactylus_brookii	Hemidactylus_flaviviridis	Hemidactylus_macropholis	Mediodactylus_kotschyi	Asaccus_caudivolvulus	Thecadactylus_rapicauda	Tarentola_annularis	Sphaerodactylus_townsendi	Sphaerodactylus_glaucus	Gonatodes_alexandermendesi	Teratoscincus_roborowskii	Euleptes_europaea	Correlophus_ciliatus	Eublepharis_macularius	Coleonyx_elegans
Lacerta_viridis	376.6737998357	376.6737998357	376.6737998357	376.6737998357	376.6737998367	376.6737998237	376.6737998237	376.6737998237	376.6737998237	376.6737998247	376.6737998247	376.6737998257	376.6737998247	376.6737998287	376.6737998237	376.6737998217	376.6737998257	376.6737998257	376.6737998257	376.6737998247	376.6737998177	376.6737998157	376.6737998257	376.6737998257	376.6737998197	376.6737998197	376.6737998197	376.6737998197	376.6737998197	376.6737998197	376.6737998197	376.6737998197	376.6737998277	376.6737998267	376.6737998267	376.6737998267	376.6737998237	376.6737998257	376.6737998257	376.6737998378	376.6737998378	376.6737998378	376.6737998278	376.6737998278	376.6737998278	376.6737998278	376.6737998318	376.6737998318	376.6737998357	376.6737998157	376.6737998157	376.6737998257	376.6737998209	376.6737998209	376.6737998167	376.6737998167	376.6737998197	376.6737998197	376.6737998577	266.0757998555	98.8457988225	69.580566376	69.580566375	69.580566375	69.58056637	32.1663125	8.256806	0	71.5388084025	75.2960866449	75.2960866449	75.2960866457	75.2960866457	75.2960866455	75.2960866455	75.2960866455	75.2960866455	75.2960866457	75.2960866455	75.2960866455	75.2960866455	75.2960866455	75.2960866425	143.3585130525	309.6713990725	357.1299988125	357.1299988125	357.1299988125	357.1299988155	357.1299988105	357.1299988105	357.1299988155	357.1299988085	357.1299988085	357.1299988035	357.1299988035	407.4393997494	407.4393997494	407.4393997425	407.4393997625	407.4393997635	407.4393997635	407.4393997685	407.4393997585	407.4393997465	407.4393997465	407.4393997165	407.4393997515	407.4393997515	407.4393997115	407.4393997115	426.3841998085	426.3841998055	426.3841998055	426.3841998035	426.3841998135	426.3841998095	426.3841998095	426.3841998125	426.3841998025	426.3841998125	426.3841998125	426.3841998125	426.3841998225	426.3841998225	426.3841998125	426.3841998125	426.3841998125	426.3841998025	426.3841998085	426.3841998185
Zootoca_vivipara	376.6737998332	376.6737998332	376.6737998332	376.6737998332	376.6737998342	376.6737998212	376.6737998212	376.6737998212	376.6737998212	376.6737998222	376.6737998222	376.6737998232	376.6737998222	376.6737998262	376.6737998212	376.6737998192	376.6737998232	376.6737998232	376.6737998232	376.6737998222	376.6737998152	376.6737998132	376.6737998232	376.6737998232	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998252	376.6737998242	376.6737998242	376.6737998242	376.6737998212	376.6737998232	376.6737998232	376.6737998353	376.6737998353	376.6737998353	376.6737998253	376.6737998253	376.6737998253	376.6737998253	376.6737998293	376.6737998293	376.6737998332	376.6737998132	376.6737998132	376.6737998232	376.6737998184	376.6737998184	376.6737998142	376.6737998142	376.6737998172	376.6737998172	376.6737998552	266.075799853	98.84579882	71.5388083985	71.5388083975	71.5388083975	71.5388083925	71.5388084025	71.5388084025	71.5388084025	0	75.2960866424	75.2960866424	75.2960866432	75.2960866432	75.296086643	75.296086643	75.296086643	75.296086643	75.2960866432	75.296086643	75.296086643	75.296086643	75.296086643	75.29608664	143.35851305	309.67139907	357.12999881	357.12999881	357.12999881	357.129998813	357.129998808	357.129998808	357.129998813	357.129998806	357.129998806	357.129998801	357.129998801	407.4393997469	407.4393997469	407.43939974	407.43939976	407.439399761	407.439399761	407.439399766	407.439399756	407.439399744	407.439399744	407.439399714	407.439399749	407.439399749	407.439399709	407.439399709	426.384199806	426.384199803	426.384199803	426.384199801	426.384199811	426.384199807	426.384199807	426.38419981	426.3841998	426.38419981	426.38419981	426.38419981	426.38419982	426.38419982	426.38419981	426.38419981	426.38419981	426.3841998	426.384199806	426.384199816
Podarcis_bocagei	376.6737998356	376.6737998356	376.6737998356	376.6737998356	376.6737998366	376.6737998236	376.6737998236	376.6737998236	376.6737998236	376.6737998246	376.6737998246	376.6737998256	376.6737998246	376.6737998286	376.6737998236	376.6737998216	376.6737998256	376.6737998256	376.6737998256	376.6737998246	376.6737998176	376.6737998156	376.6737998256	376.6737998256	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998276	376.6737998266	376.6737998266	376.6737998266	376.6737998236	376.6737998256	376.6737998256	376.6737998377	376.6737998377	376.6737998377	376.6737998277	376.6737998277	376.6737998277	376.6737998277	376.6737998317	376.6737998317	376.6737998356	376.6737998156	376.6737998156	376.6737998256	376.6737998208	376.6737998208	376.6737998166	376.6737998166	376.6737998196	376.6737998196	376.6737998576	266.0757998554	98.8457988224	75.2960866409	75.2960866399	75.2960866399	75.2960866349	75.2960866449	75.2960866449	75.2960866449	75.2960866424	0	17.452940666	18.5464628572	21.6010949992	23.4985215374	23.4985215374	23.4985215374	23.4985215374	24.9193675992	25.5389838814	25.5389838814	27.8700157134	27.8700157134	32.1279017224	143.3585130524	309.6713990724	357.1299988124	357.1299988124	357.1299988124	357.1299988154	357.1299988104	357.1299988104	357.1299988154	357.1299988084	357.1299988084	357.1299988034	357.1299988034	407.4393997493	407.4393997493	407.4393997424	407.4393997624	407.4393997634	407.4393997634	407.4393997684	407.4393997584	407.4393997464	407.4393997464	407.4393997164	407.4393997514	407.4393997514	407.4393997114	407.4393997114	426.3841998084	426.3841998054	426.3841998054	426.3841998034	426.3841998134	426.3841998094	426.3841998094	426.3841998124	426.3841998024	426.3841998124	426.3841998124	426.3841998124	426.3841998224	426.3841998224	426.3841998124	426.3841998124	426.3841998124	426.3841998024	426.3841998084	426.3841998184
Podarcis_vaucheri	376.6737998356	376.6737998356	376.6737998356	376.6737998356	376.6737998366	376.6737998236	376.6737998236	376.6737998236	376.6737998236	376.6737998246	376.6737998246	376.6737998256	376.6737998246	376.6737998286	376.6737998236	376.6737998216	376.6737998256	376.6737998256	376.6737998256	376.6737998246	376.6737998176	376.6737998156	376.6737998256	376.6737998256	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998196	376.6737998276	376.6737998266	376.6737998266	376.6737998266	376.6737998236	376.6737998256	376.6737998256	376.6737998377	376.6737998377	376.6737998377	376.6737998277	376.6737998277	376.6737998277	376.6737998277	376.6737998317	376.6737998317	376.6737998356	376.6737998156	376.6737998156	376.6737998256	376.6737998208	376.6737998208	376.6737998166	376.6737998166	376.6737998196	376.6737998196	376.6737998576	266.0757998554	98.8457988224	75.2960866409	75.2960866399	75.2960866399	75.2960866349	75.2960866449	75.2960866449	75.2960866449	75.2960866424	17.452940666	0	18.5464628572	21.6010949992	23.4985215374	23.4985215374	23.4985215374	23.4985215374	24.9193675992	25.5389838814	25.5389838814	27.8700157134	27.8700157134	32.1279017224	143.3585130524	309.6713990724	357.1299988124	357.1299988124	357.1299988124	357.1299988154	357.1299988104	357.1299988104	357.1299988154	357.1299988084	357.1299988084	357.1299988034	357.1299988034	407.4393997493	407.4393997493	407.4393997424	407.4393997624	407.4393997634	407.4393997634	407.4393997684	407.4393997584	407.4393997464	407.4393997464	407.4393997164	407.4393997514	407.4393997514	407.4393997114	407.4393997114	426.3841998084	426.3841998054	426.3841998054	426.3841998034	426.3841998134	426.3841998094	426.3841998094	426.3841998124	426.3841998024	426.3841998124	426.3841998124	426.3841998124	426.3841998224	426.3841998224	426.3841998124	426.3841998124	426.3841998124	426.3841998024	426.3841998084	426.3841998184
Podarcis_liolepis	376.6737998364	376.6737998364	376.6737998364	376.6737998364	376.6737998374	376.6737998244	376.6737998244	376.6737998244	376.6737998244	376.6737998254	376.6737998254	376.6737998264	376.6737998254	376.6737998294	376.6737998244	376.6737998224	376.6737998264	376.6737998264	376.6737998264	376.6737998254	376.6737998184	376.6737998164	376.6737998264	376.6737998264	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998284	376.6737998274	376.6737998274	376.6737998274	376.6737998244	376.6737998264	376.6737998264	376.6737998385	376.6737998385	376.6737998385	376.6737998285	376.6737998285	376.6737998285	376.6737998285	376.6737998325	376.6737998325	376.6737998364	376.6737998164	376.6737998164	376.6737998264	376.6737998216	376.6737998216	376.6737998174	376.6737998174	376.6737998204	376.6737998204	376.6737998584	266.0757998562	98.8457988232	75.2960866417	75.2960866407	75.2960866407	75.2960866357	75.2960866457	75.2960866457	75.2960866457	75.2960866432	18.5464628572	18.5464628572	0	21.601095	23.4985215382	23.4985215382	23.4985215382	23.4985215382	24.9193676	25.5389838822	25.5389838822	27.8700157142	27.8700157142	32.1279017232	143.3585130532	309.6713990732	357.1299988132	357.1299988132	357.1299988132	357.1299988162	357.1299988112	357.1299988112	357.1299988162	357.1299988092	357.1299988092	357.1299988042	357.1299988042	407.4393997501	407.4393997501	407.4393997432	407.4393997632	407.4393997642	407.4393997642	407.4393997692	407.4393997592	407.4393997472	407.4393997472	407.4393997172	407.4393997522	407.4393997522	407.4393997122	407.4393997122	426.3841998092	426.3841998062	426.3841998062	426.3841998042	426.3841998142	426.3841998102	426.3841998102	426.3841998132	426.3841998032	426.3841998132	426.3841998132	426.3841998132	426.3841998232	426.3841998232	426.3841998132	426.3841998132	426.3841998132	426.3841998032	426.3841998092	426.3841998192
Podarcis_muralis	376.6737998364	376.6737998364	376.6737998364	376.6737998364	376.6737998374	376.6737998244	376.6737998244	376.6737998244	376.6737998244	376.6737998254	376.6737998254	376.6737998264	376.6737998254	376.6737998294	376.6737998244	376.6737998224	376.6737998264	376.6737998264	376.6737998264	376.6737998254	376.6737998184	376.6737998164	376.6737998264	376.6737998264	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998284	376.6737998274	376.6737998274	376.6737998274	376.6737998244	376.6737998264	376.6737998264	376.6737998385	376.6737998385	376.6737998385	376.6737998285	376.6737998285	376.6737998285	376.6737998285	376.6737998325	376.6737998325	376.6737998364	376.6737998164	376.6737998164	376.6737998264	376.6737998216	376.6737998216	376.6737998174	376.6737998174	376.6737998204	376.6737998204	376.6737998584	266.0757998562	98.8457988232	75.2960866417	75.2960866407	75.2960866407	75.2960866357	75.2960866457	75.2960866457	75.2960866457	75.2960866432	21.6010949992	21.6010949992	21.601095	0	23.4985215382	23.4985215382	23.4985215382	23.4985215382	24.9193676	25.5389838822	25.5389838822	27.8700157142	27.8700157142	32.1279017232	143.3585130532	309.6713990732	357.1299988132	357.1299988132	357.1299988132	357.1299988162	357.1299988112	357.1299988112	357.1299988162	357.1299988092	357.1299988092	357.1299988042	357.1299988042	407.4393997501	407.4393997501	407.4393997432	407.4393997632	407.4393997642	407.4393997642	407.4393997692	407.4393997592	407.4393997472	407.4393997472	407.4393997172	407.4393997522	407.4393997522	407.4393997122	407.4393997122	426.3841998092	426.3841998062	426.3841998062	426.3841998042	426.3841998142	426.3841998102	426.3841998102	426.3841998132	426.3841998032	426.3841998132	426.3841998132	426.3841998132	426.3841998232	426.3841998232	426.3841998132	426.3841998132	426.3841998132	426.3841998032	426.3841998092	426.3841998192
Podarcis_raffonei	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998372	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998252	376.6737998252	376.6737998262	376.6737998252	376.6737998292	376.6737998242	376.6737998222	376.6737998262	376.6737998262	376.6737998262	376.6737998252	376.6737998182	376.6737998162	376.6737998262	376.6737998262	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998282	376.6737998272	376.6737998272	376.6737998272	376.6737998242	376.6737998262	376.6737998262	376.6737998383	376.6737998383	376.6737998383	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998323	376.6737998323	376.6737998362	376.6737998162	376.6737998162	376.6737998262	376.6737998214	376.6737998214	376.6737998172	376.6737998172	376.6737998202	376.6737998202	376.6737998582	266.075799856	98.845798823	75.2960866415	75.2960866405	75.2960866405	75.2960866355	75.2960866455	75.2960866455	75.2960866455	75.296086643	23.4985215374	23.4985215374	23.4985215382	23.4985215382	0	14.675950666	21.1180584	21.1180584	24.9193675998	25.538983882	25.538983882	27.870015714	27.870015714	32.127901723	143.358513053	309.671399073	357.129998813	357.129998813	357.129998813	357.129998816	357.129998811	357.129998811	357.129998816	357.129998809	357.129998809	357.129998804	357.129998804	407.4393997499	407.4393997499	407.439399743	407.439399763	407.439399764	407.439399764	407.439399769	407.439399759	407.439399747	407.439399747	407.439399717	407.439399752	407.439399752	407.439399712	407.439399712	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Podarcis_siculus	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998372	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998252	376.6737998252	376.6737998262	376.6737998252	376.6737998292	376.6737998242	376.6737998222	376.6737998262	376.6737998262	376.6737998262	376.6737998252	376.6737998182	376.6737998162	376.6737998262	376.6737998262	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998282	376.6737998272	376.6737998272	376.6737998272	376.6737998242	376.6737998262	376.6737998262	376.6737998383	376.6737998383	376.6737998383	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998323	376.6737998323	376.6737998362	376.6737998162	376.6737998162	376.6737998262	376.6737998214	376.6737998214	376.6737998172	376.6737998172	376.6737998202	376.6737998202	376.6737998582	266.075799856	98.845798823	75.2960866415	75.2960866405	75.2960866405	75.2960866355	75.2960866455	75.2960866455	75.2960866455	75.296086643	23.4985215374	23.4985215374	23.4985215382	23.4985215382	14.675950666	0	21.1180584	21.1180584	24.9193675998	25.538983882	25.538983882	27.870015714	27.870015714	32.127901723	143.358513053	309.671399073	357.129998813	357.129998813	357.129998813	357.129998816	357.129998811	357.129998811	357.129998816	357.129998809	357.129998809	357.129998804	357.129998804	407.4393997499	407.4393997499	407.439399743	407.439399763	407.439399764	407.439399764	407.439399769	407.439399759	407.439399747	407.439399747	407.439399717	407.439399752	407.439399752	407.439399712	407.439399712	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Podarcis_tiliguerta	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998372	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998252	376.6737998252	376.6737998262	376.6737998252	376.6737998292	376.6737998242	376.6737998222	376.6737998262	376.6737998262	376.6737998262	376.6737998252	376.6737998182	376.6737998162	376.6737998262	376.6737998262	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998282	376.6737998272	376.6737998272	376.6737998272	376.6737998242	376.6737998262	376.6737998262	376.6737998383	376.6737998383	376.6737998383	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998323	376.6737998323	376.6737998362	376.6737998162	376.6737998162	376.6737998262	376.6737998214	376.6737998214	376.6737998172	376.6737998172	376.6737998202	376.6737998202	376.6737998582	266.075799856	98.845798823	75.2960866415	75.2960866405	75.2960866405	75.2960866355	75.2960866455	75.2960866455	75.2960866455	75.296086643	23.4985215374	23.4985215374	23.4985215382	23.4985215382	21.1180584	21.1180584	0	17.638734	24.9193675998	25.538983882	25.538983882	27.870015714	27.870015714	32.127901723	143.358513053	309.671399073	357.129998813	357.129998813	357.129998813	357.129998816	357.129998811	357.129998811	357.129998816	357.129998809	357.129998809	357.129998804	357.129998804	407.4393997499	407.4393997499	407.439399743	407.439399763	407.439399764	407.439399764	407.439399769	407.439399759	407.439399747	407.439399747	407.439399717	407.439399752	407.439399752	407.439399712	407.439399712	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Podarcis_filfolensis	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998372	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998252	376.6737998252	376.6737998262	376.6737998252	376.6737998292	376.6737998242	376.6737998222	376.6737998262	376.6737998262	376.6737998262	376.6737998252	376.6737998182	376.6737998162	376.6737998262	376.6737998262	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998282	376.6737998272	376.6737998272	376.6737998272	376.6737998242	376.6737998262	376.6737998262	376.6737998383	376.6737998383	376.6737998383	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998323	376.6737998323	376.6737998362	376.6737998162	376.6737998162	376.6737998262	376.6737998214	376.6737998214	376.6737998172	376.6737998172	376.6737998202	376.6737998202	376.6737998582	266.075799856	98.845798823	75.2960866415	75.2960866405	75.2960866405	75.2960866355	75.2960866455	75.2960866455	75.2960866455	75.296086643	23.4985215374	23.4985215374	23.4985215382	23.4985215382	21.1180584	21.1180584	17.638734	0	24.9193675998	25.538983882	25.538983882	27.870015714	27.870015714	32.127901723	143.358513053	309.671399073	357.129998813	357.129998813	357.129998813	357.129998816	357.129998811	357.129998811	357.129998816	357.129998809	357.129998809	357.129998804	357.129998804	407.4393997499	407.4393997499	407.439399743	407.439399763	407.439399764	407.439399764	407.439399769	407.439399759	407.439399747	407.439399747	407.439399717	407.439399752	407.439399752	407.439399712	407.439399712	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Podarcis_cretensis	376.6737998364	376.6737998364	376.6737998364	376.6737998364	376.6737998374	376.6737998244	376.6737998244	376.6737998244	376.6737998244	376.6737998254	376.6737998254	376.6737998264	376.6737998254	376.6737998294	376.6737998244	376.6737998224	376.6737998264	376.6737998264	376.6737998264	376.6737998254	376.6737998184	376.6737998164	376.6737998264	376.6737998264	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998204	376.6737998284	376.6737998274	376.6737998274	376.6737998274	376.6737998244	376.6737998264	376.6737998264	376.6737998385	376.6737998385	376.6737998385	376.6737998285	376.6737998285	376.6737998285	376.6737998285	376.6737998325	376.6737998325	376.6737998364	376.6737998164	376.6737998164	376.6737998264	376.6737998216	376.6737998216	376.6737998174	376.6737998174	376.6737998204	376.6737998204	376.6737998584	266.0757998562	98.8457988232	75.2960866417	75.2960866407	75.2960866407	75.2960866357	75.2960866457	75.2960866457	75.2960866457	75.2960866432	24.9193675992	24.9193675992	24.9193676	24.9193676	24.9193675998	24.9193675998	24.9193675998	24.9193675998	0	25.5389838822	25.5389838822	27.8700157142	27.8700157142	32.1279017232	143.3585130532	309.6713990732	357.1299988132	357.1299988132	357.1299988132	357.1299988162	357.1299988112	357.1299988112	357.1299988162	357.1299988092	357.1299988092	357.1299988042	357.1299988042	407.4393997501	407.4393997501	407.4393997432	407.4393997632	407.4393997642	407.4393997642	407.4393997692	407.4393997592	407.4393997472	407.4393997472	407.4393997172	407.4393997522	407.4393997522	407.4393997122	407.4393997122	426.3841998092	426.3841998062	426.3841998062	426.3841998042	426.3841998142	426.3841998102	426.3841998102	426.3841998132	426.3841998032	426.3841998132	426.3841998132	426.3841998132	426.3841998232	426.3841998232	426.3841998132	426.3841998132	426.3841998132	426.3841998032	426.3841998092	426.3841998192
Podarcis_pityusensis	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998372	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998252	376.6737998252	376.6737998262	376.6737998252	376.6737998292	376.6737998242	376.6737998222	376.6737998262	376.6737998262	376.6737998262	376.6737998252	376.6737998182	376.6737998162	376.6737998262	376.6737998262	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998282	376.6737998272	376.6737998272	376.6737998272	376.6737998242	376.6737998262	376.6737998262	376.6737998383	376.6737998383	376.6737998383	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998323	376.6737998323	376.6737998362	376.6737998162	376.6737998162	376.6737998262	376.6737998214	376.6737998214	376.6737998172	376.6737998172	376.6737998202	376.6737998202	376.6737998582	266.075799856	98.845798823	75.2960866415	75.2960866405	75.2960866405	75.2960866355	75.2960866455	75.2960866455	75.2960866455	75.296086643	25.5389838814	25.5389838814	25.5389838822	25.5389838822	25.538983882	25.538983882	25.538983882	25.538983882	25.5389838822	0	9.038656	27.870015714	27.870015714	32.127901723	143.358513053	309.671399073	357.129998813	357.129998813	357.129998813	357.129998816	357.129998811	357.129998811	357.129998816	357.129998809	357.129998809	357.129998804	357.129998804	407.4393997499	407.4393997499	407.439399743	407.439399763	407.439399764	407.439399764	407.439399769	407.439399759	407.439399747	407.439399747	407.439399717	407.439399752	407.439399752	407.439399712	407.439399712	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Podarcis_lilfordi	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998372	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998252	376.6737998252	376.6737998262	376.6737998252	376.6737998292	376.6737998242	376.6737998222	376.6737998262	376.6737998262	376.6737998262	376.6737998252	376.6737998182	376.6737998162	376.6737998262	376.6737998262	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998282	376.6737998272	376.6737998272	376.6737998272	376.6737998242	376.6737998262	376.6737998262	376.6737998383	376.6737998383	376.6737998383	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998323	376.6737998323	376.6737998362	376.6737998162	376.6737998162	376.6737998262	376.6737998214	376.6737998214	376.6737998172	376.6737998172	376.6737998202	376.6737998202	376.6737998582	266.075799856	98.845798823	75.2960866415	75.2960866405	75.2960866405	75.2960866355	75.2960866455	75.2960866455	75.2960866455	75.296086643	25.5389838814	25.5389838814	25.5389838822	25.5389838822	25.538983882	25.538983882	25.538983882	25.538983882	25.5389838822	9.038656	0	27.870015714	27.870015714	32.127901723	143.358513053	309.671399073	357.129998813	357.129998813	357.129998813	357.129998816	357.129998811	357.129998811	357.129998816	357.129998809	357.129998809	357.129998804	357.129998804	407.4393997499	407.4393997499	407.439399743	407.439399763	407.439399764	407.439399764	407.439399769	407.439399759	407.439399747	407.439399747	407.439399717	407.439399752	407.439399752	407.439399712	407.439399712	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
