	Ctenosaura_bakeri	Cachryx_defensor	Iguana_delicatissima	Iguana_iguana	Cyclura_pinguis	Gambelia_wislizenii	Basiliscus_vittatus	Corytophanes_hernandesii	Laemanctus_serratus	Anolis_apletophallus	Anolis_lemurinus	Anolis_rodriguezii	Anolis_tropidonotus	Anolis_sericeus	Anolis_planiceps	Anolis_sagrei	Anolis_carolinensis	Sceloporus_tristichus	Sceloporus_undulatus	Sceloporus_occidentalis	Sceloporus_chrysostictus	Urosaurus_nigricaudus	Phrynosoma_platyrhinos	Phrynosoma_blainvillii	Calotes_versicolor	Agama_finchi	Agama_doriae	Xenagama_zonura	Acanthocercus_atricollis	Acanthocercus_guentherpetersi	Acanthocercus_cyanogaster	Acanthocercus_annectans	Phrynocephalus_versicolor	Phrynocephalus_vlangalii	Phrynocephalus_putjatai	Phrynocephalus_forsythii	Laudakia_wui	Pogona_vitticeps	Intellagama_lesueurii	Trioceros_balebicornutus	Trioceros_harennae	Trioceros_affinis	Chamaeleo_calyptratus	Chamaeleo_gracilis	Chamaeleo_laevigatus	Chamaeleo_dilepis	Bradypodion_ventrale	Bradypodion_pumilum	Furcifer_pardalis	Elgaria_multicarinata	Ophisaurus_attenuatus	Anniella_stebbinsi	Varanus_macraei	Varanus_salvator	Varanus_acanthurus	Varanus_komodoensis	Varanus_albigularis	Varanus_niloticus	Shinisaurus_crocodilurus	Acrochordus_granulatus	Latastia_doriai	Darevskia_unisexualis	Darevskia_armeniaca	Darevskia_mixta	Darevskia_valentini	Lacerta_agilis	Lacerta_bilineata	Lacerta_viridis	Zootoca_vivipara	Podarcis_bocagei	Podarcis_vaucheri	Podarcis_liolepis	Podarcis_muralis	Podarcis_raffonei	Podarcis_siculus	Podarcis_tiliguerta	Podarcis_filfolensis	Podarcis_cretensis	Podarcis_pityusensis	Podarcis_lilfordi	Podarcis_gaigeae	Podarcis_melisellensis	Podarcis_erhardii	Gallotia_galloti	Rhineura_floridana	Tretioscincus_oriximinensis	Calyptommatus_sinebrachiatus	Bachia_flavescens	Aspidoscelis_angusticeps	Aspidoscelis_marmoratus	Aspidoscelis_tigris	Holcosus_undulatus	Kentropyx_calcarata	Ameiva_ameiva	Tupinambis_teguixin	Salvator_merianae	Carinascincus_ocellatus	Cryptoblepharus_egeriae	Acritoscincus_duperreyi	Mochlus_sundevallii	Trachylepis_striata	Trachylepis_maculilabris	Trachylepis_brevicollis	Marisora_unimarginata	Tiliqua_scincoides	Tiliqua_occipitalis	Lerista_edwardsae	Mesoscincus_schwartzei	Plestiodon_gilberti	Cordylus_rivae	Hemicordylus_capensis	Paroedura_picta	Gekko_japonicus	Gekko_gecko	Lepidodactylus_listeri	Heteronotia_binoei	Hemidactylus_brookii	Hemidactylus_flaviviridis	Hemidactylus_macropholis	Mediodactylus_kotschyi	Asaccus_caudivolvulus	Thecadactylus_rapicauda	Tarentola_annularis	Sphaerodactylus_townsendi	Sphaerodactylus_glaucus	Gonatodes_alexandermendesi	Teratoscincus_roborowskii	Euleptes_europaea	Correlophus_ciliatus	Eublepharis_macularius	Coleonyx_elegans
Anolis_lemurinus	172.547199929	172.547199929	172.547199929	172.547199929	172.54719993	172.547199917	172.547199917	172.547199917	172.547199917	21.430878	0	23.944217059	29.3224629	39.209746076	46.679756981	53.446230743	63.595526599	237.790799819	237.790799819	237.790799818	237.790799811	237.790799809	237.790799819	237.790799819	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999861	336.20699986	336.20699986	336.20699986	336.206999857	336.206999859	336.206999859	336.2069998711	336.2069998711	336.2069998711	336.2069998611	336.2069998611	336.2069998611	336.2069998611	336.2069998651	336.2069998651	336.206999869	359.818799849	359.818799849	359.818799859	359.8187998542	359.8187998542	359.81879985	359.81879985	359.818799853	359.818799853	359.818799891	250.1232000292	376.6737998222	376.6737998207	376.6737998197	376.6737998197	376.6737998147	376.6737998247	376.6737998247	376.6737998247	376.6737998222	376.6737998246	376.6737998246	376.6737998254	376.6737998254	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998254	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998222	376.6737998322	376.6737997522	376.6737998322	376.6737998322	376.6737998322	376.6737998352	376.6737998302	376.6737998302	376.6737998352	376.6737998282	376.6737998282	376.6737998232	376.6737998232	407.4393997511	407.4393997511	407.4393997442	407.4393997642	407.4393997652	407.4393997652	407.4393997702	407.4393997602	407.4393997482	407.4393997482	407.4393997182	407.4393997532	407.4393997532	407.4393997132	407.4393997132	426.3841998102	426.3841998072	426.3841998072	426.3841998052	426.3841998152	426.3841998112	426.3841998112	426.3841998142	426.3841998042	426.3841998142	426.3841998142	426.3841998142	426.3841998242	426.3841998242	426.3841998142	426.3841998142	426.3841998142	426.3841998042	426.3841998102	426.3841998202
Anolis_rodriguezii	172.54719993	172.54719993	172.54719993	172.54719993	172.547199931	172.547199918	172.547199918	172.547199918	172.547199918	23.944217059	23.944217059	0	29.322462901	39.209746077	46.679756982	53.446230744	63.5955266	237.79079982	237.79079982	237.790799819	237.790799812	237.79079981	237.79079982	237.79079982	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999862	336.206999861	336.206999861	336.206999861	336.206999858	336.20699986	336.20699986	336.2069998721	336.2069998721	336.2069998721	336.2069998621	336.2069998621	336.2069998621	336.2069998621	336.2069998661	336.2069998661	336.20699987	359.81879985	359.81879985	359.81879986	359.8187998552	359.8187998552	359.818799851	359.818799851	359.818799854	359.818799854	359.818799892	250.1232000302	376.6737998232	376.6737998217	376.6737998207	376.6737998207	376.6737998157	376.6737998257	376.6737998257	376.6737998257	376.6737998232	376.6737998256	376.6737998256	376.6737998264	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998232	376.6737998332	376.6737997532	376.6737998332	376.6737998332	376.6737998332	376.6737998362	376.6737998312	376.6737998312	376.6737998362	376.6737998292	376.6737998292	376.6737998242	376.6737998242	407.4393997521	407.4393997521	407.4393997452	407.4393997652	407.4393997662	407.4393997662	407.4393997712	407.4393997612	407.4393997492	407.4393997492	407.4393997192	407.4393997542	407.4393997542	407.4393997142	407.4393997142	426.3841998112	426.3841998082	426.3841998082	426.3841998062	426.3841998162	426.3841998122	426.3841998122	426.3841998152	426.3841998052	426.3841998152	426.3841998152	426.3841998152	426.3841998252	426.3841998252	426.3841998152	426.3841998152	426.3841998152	426.3841998052	426.3841998112	426.3841998212
Anolis_tropidonotus	172.547199929	172.547199929	172.547199929	172.547199929	172.54719993	172.547199917	172.547199917	172.547199917	172.547199917	29.3224629	29.3224629	29.322462901	0	39.209746076	46.679756981	53.446230743	63.595526599	237.790799819	237.790799819	237.790799818	237.790799811	237.790799809	237.790799819	237.790799819	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999861	336.20699986	336.20699986	336.20699986	336.206999857	336.206999859	336.206999859	336.2069998711	336.2069998711	336.2069998711	336.2069998611	336.2069998611	336.2069998611	336.2069998611	336.2069998651	336.2069998651	336.206999869	359.818799849	359.818799849	359.818799859	359.8187998542	359.8187998542	359.81879985	359.81879985	359.818799853	359.818799853	359.818799891	250.1232000292	376.6737998222	376.6737998207	376.6737998197	376.6737998197	376.6737998147	376.6737998247	376.6737998247	376.6737998247	376.6737998222	376.6737998246	376.6737998246	376.6737998254	376.6737998254	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998254	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998222	376.6737998322	376.6737997522	376.6737998322	376.6737998322	376.6737998322	376.6737998352	376.6737998302	376.6737998302	376.6737998352	376.6737998282	376.6737998282	376.6737998232	376.6737998232	407.4393997511	407.4393997511	407.4393997442	407.4393997642	407.4393997652	407.4393997652	407.4393997702	407.4393997602	407.4393997482	407.4393997482	407.4393997182	407.4393997532	407.4393997532	407.4393997132	407.4393997132	426.3841998102	426.3841998072	426.3841998072	426.3841998052	426.3841998152	426.3841998112	426.3841998112	426.3841998142	426.3841998042	426.3841998142	426.3841998142	426.3841998142	426.3841998242	426.3841998242	426.3841998142	426.3841998142	426.3841998142	426.3841998042	426.3841998102	426.3841998202
Anolis_sericeus	172.547199933	172.547199933	172.547199933	172.547199933	172.547199934	172.547199921	172.547199921	172.547199921	172.547199921	39.209746076	39.209746076	39.209746077	39.209746076	0	46.679756985	53.446230747	63.595526603	237.790799823	237.790799823	237.790799822	237.790799815	237.790799813	237.790799823	237.790799823	336.206999857	336.206999857	336.206999857	336.206999857	336.206999857	336.206999857	336.206999857	336.206999857	336.206999865	336.206999864	336.206999864	336.206999864	336.206999861	336.206999863	336.206999863	336.2069998751	336.2069998751	336.2069998751	336.2069998651	336.2069998651	336.2069998651	336.2069998651	336.2069998691	336.2069998691	336.206999873	359.818799853	359.818799853	359.818799863	359.8187998582	359.8187998582	359.818799854	359.818799854	359.818799857	359.818799857	359.818799895	250.1232000332	376.6737998262	376.6737998247	376.6737998237	376.6737998237	376.6737998187	376.6737998287	376.6737998287	376.6737998287	376.6737998262	376.6737998286	376.6737998286	376.6737998294	376.6737998294	376.6737998292	376.6737998292	376.6737998292	376.6737998292	376.6737998294	376.6737998292	376.6737998292	376.6737998292	376.6737998292	376.6737998262	376.6737998362	376.6737997562	376.6737998362	376.6737998362	376.6737998362	376.6737998392	376.6737998342	376.6737998342	376.6737998392	376.6737998322	376.6737998322	376.6737998272	376.6737998272	407.4393997551	407.4393997551	407.4393997482	407.4393997682	407.4393997692	407.4393997692	407.4393997742	407.4393997642	407.4393997522	407.4393997522	407.4393997222	407.4393997572	407.4393997572	407.4393997172	407.4393997172	426.3841998142	426.3841998112	426.3841998112	426.3841998092	426.3841998192	426.3841998152	426.3841998152	426.3841998182	426.3841998082	426.3841998182	426.3841998182	426.3841998182	426.3841998282	426.3841998282	426.3841998182	426.3841998182	426.3841998182	426.3841998082	426.3841998142	426.3841998242
Anolis_planiceps	172.547199928	172.547199928	172.547199928	172.547199928	172.547199929	172.547199916	172.547199916	172.547199916	172.547199916	46.679756981	46.679756981	46.679756982	46.679756981	46.679756985	0	53.446230742	63.595526598	237.790799818	237.790799818	237.790799817	237.79079981	237.790799808	237.790799818	237.790799818	336.206999852	336.206999852	336.206999852	336.206999852	336.206999852	336.206999852	336.206999852	336.206999852	336.20699986	336.206999859	336.206999859	336.206999859	336.206999856	336.206999858	336.206999858	336.2069998701	336.2069998701	336.2069998701	336.2069998601	336.2069998601	336.2069998601	336.2069998601	336.2069998641	336.2069998641	336.206999868	359.818799848	359.818799848	359.818799858	359.8187998532	359.8187998532	359.818799849	359.818799849	359.818799852	359.818799852	359.81879989	250.1232000282	376.6737998212	376.6737998197	376.6737998187	376.6737998187	376.6737998137	376.6737998237	376.6737998237	376.6737998237	376.6737998212	376.6737998236	376.6737998236	376.6737998244	376.6737998244	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998244	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998212	376.6737998312	376.6737997512	376.6737998312	376.6737998312	376.6737998312	376.6737998342	376.6737998292	376.6737998292	376.6737998342	376.6737998272	376.6737998272	376.6737998222	376.6737998222	407.4393997501	407.4393997501	407.4393997432	407.4393997632	407.4393997642	407.4393997642	407.4393997692	407.4393997592	407.4393997472	407.4393997472	407.4393997172	407.4393997522	407.4393997522	407.4393997122	407.4393997122	426.3841998092	426.3841998062	426.3841998062	426.3841998042	426.3841998142	426.3841998102	426.3841998102	426.3841998132	426.3841998032	426.3841998132	426.3841998132	426.3841998132	426.3841998232	426.3841998232	426.3841998132	426.3841998132	426.3841998132	426.3841998032	426.3841998092	426.3841998192
Anolis_sagrei	172.547199926	172.547199926	172.547199926	172.547199926	172.547199927	172.547199914	172.547199914	172.547199914	172.547199914	53.446230743	53.446230743	53.446230744	53.446230743	53.446230747	53.446230742	0	63.595526596	237.790799816	237.790799816	237.790799815	237.790799808	237.790799806	237.790799816	237.790799816	336.20699985	336.20699985	336.20699985	336.20699985	336.20699985	336.20699985	336.20699985	336.20699985	336.206999858	336.206999857	336.206999857	336.206999857	336.206999854	336.206999856	336.206999856	336.2069998681	336.2069998681	336.2069998681	336.2069998581	336.2069998581	336.2069998581	336.2069998581	336.2069998621	336.2069998621	336.206999866	359.818799846	359.818799846	359.818799856	359.8187998512	359.8187998512	359.818799847	359.818799847	359.81879985	359.81879985	359.818799888	250.1232000262	376.6737998192	376.6737998177	376.6737998167	376.6737998167	376.6737998117	376.6737998217	376.6737998217	376.6737998217	376.6737998192	376.6737998216	376.6737998216	376.6737998224	376.6737998224	376.6737998222	376.6737998222	376.6737998222	376.6737998222	376.6737998224	376.6737998222	376.6737998222	376.6737998222	376.6737998222	376.6737998192	376.6737998292	376.6737997492	376.6737998292	376.6737998292	376.6737998292	376.6737998322	376.6737998272	376.6737998272	376.6737998322	376.6737998252	376.6737998252	376.6737998202	376.6737998202	407.4393997481	407.4393997481	407.4393997412	407.4393997612	407.4393997622	407.4393997622	407.4393997672	407.4393997572	407.4393997452	407.4393997452	407.4393997152	407.4393997502	407.4393997502	407.4393997102	407.4393997102	426.3841998072	426.3841998042	426.3841998042	426.3841998022	426.3841998122	426.3841998082	426.3841998082	426.3841998112	426.3841998012	426.3841998112	426.3841998112	426.3841998112	426.3841998212	426.3841998212	426.3841998112	426.3841998112	426.3841998112	426.3841998012	426.3841998072	426.3841998172
Anolis_carolinensis	172.54719993	172.54719993	172.54719993	172.54719993	172.547199931	172.547199918	172.547199918	172.547199918	172.547199918	63.595526599	63.595526599	63.5955266	63.595526599	63.595526603	63.595526598	63.595526596	0	237.79079982	237.79079982	237.790799819	237.790799812	237.79079981	237.79079982	237.79079982	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999862	336.206999861	336.206999861	336.206999861	336.206999858	336.20699986	336.20699986	336.2069998721	336.2069998721	336.2069998721	336.2069998621	336.2069998621	336.2069998621	336.2069998621	336.2069998661	336.2069998661	336.20699987	359.81879985	359.81879985	359.81879986	359.8187998552	359.8187998552	359.818799851	359.818799851	359.818799854	359.818799854	359.818799892	250.1232000302	376.6737998232	376.6737998217	376.6737998207	376.6737998207	376.6737998157	376.6737998257	376.6737998257	376.6737998257	376.6737998232	376.6737998256	376.6737998256	376.6737998264	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998232	376.6737998332	376.6737997532	376.6737998332	376.6737998332	376.6737998332	376.6737998362	376.6737998312	376.6737998312	376.6737998362	376.6737998292	376.6737998292	376.6737998242	376.6737998242	407.4393997521	407.4393997521	407.4393997452	407.4393997652	407.4393997662	407.4393997662	407.4393997712	407.4393997612	407.4393997492	407.4393997492	407.4393997192	407.4393997542	407.4393997542	407.4393997142	407.4393997142	426.3841998112	426.3841998082	426.3841998082	426.3841998062	426.3841998162	426.3841998122	426.3841998122	426.3841998152	426.3841998052	426.3841998152	426.3841998152	426.3841998152	426.3841998252	426.3841998252	426.3841998152	426.3841998152	426.3841998152	426.3841998052	426.3841998112	426.3841998212
Sceloporus_tristichus	237.79079983	237.79079983	237.79079983	237.79079983	237.790799831	237.790799818	237.790799818	237.790799818	237.790799818	237.790799819	237.790799819	237.79079982	237.790799819	237.790799823	237.790799818	237.790799816	237.79079982	0	11.507525334	18.648915455	68.369403128	76.93595113	168.85132522	168.85132522	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999862	336.206999861	336.206999861	336.206999861	336.206999858	336.20699986	336.20699986	336.2069998721	336.2069998721	336.2069998721	336.2069998621	336.2069998621	336.2069998621	336.2069998621	336.2069998661	336.2069998661	336.20699987	359.81879985	359.81879985	359.81879986	359.8187998552	359.8187998552	359.818799851	359.818799851	359.818799854	359.818799854	359.818799892	250.1232000302	376.6737998232	376.6737998217	376.6737998207	376.6737998207	376.6737998157	376.6737998257	376.6737998257	376.6737998257	376.6737998232	376.6737998256	376.6737998256	376.6737998264	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998232	376.6737998332	376.6737997532	376.6737998332	376.6737998332	376.6737998332	376.6737998362	376.6737998312	376.6737998312	376.6737998362	376.6737998292	376.6737998292	376.6737998242	376.6737998242	407.4393997521	407.4393997521	407.4393997452	407.4393997652	407.4393997662	407.4393997662	407.4393997712	407.4393997612	407.4393997492	407.4393997492	407.4393997192	407.4393997542	407.4393997542	407.4393997142	407.4393997142	426.3841998112	426.3841998082	426.3841998082	426.3841998062	426.3841998162	426.3841998122	426.3841998122	426.3841998152	426.3841998052	426.3841998152	426.3841998152	426.3841998152	426.3841998252	426.3841998252	426.3841998152	426.3841998152	426.3841998152	426.3841998052	426.3841998112	426.3841998212
Sceloporus_undulatus	237.79079983	237.79079983	237.79079983	237.79079983	237.790799831	237.790799818	237.790799818	237.790799818	237.790799818	237.790799819	237.790799819	237.79079982	237.790799819	237.790799823	237.790799818	237.790799816	237.79079982	11.507525334	0	18.648915455	68.369403128	76.93595113	168.85132522	168.85132522	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999862	336.206999861	336.206999861	336.206999861	336.206999858	336.20699986	336.20699986	336.2069998721	336.2069998721	336.2069998721	336.2069998621	336.2069998621	336.2069998621	336.2069998621	336.2069998661	336.2069998661	336.20699987	359.81879985	359.81879985	359.81879986	359.8187998552	359.8187998552	359.818799851	359.818799851	359.818799854	359.818799854	359.818799892	250.1232000302	376.6737998232	376.6737998217	376.6737998207	376.6737998207	376.6737998157	376.6737998257	376.6737998257	376.6737998257	376.6737998232	376.6737998256	376.6737998256	376.6737998264	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998232	376.6737998332	376.6737997532	376.6737998332	376.6737998332	376.6737998332	376.6737998362	376.6737998312	376.6737998312	376.6737998362	376.6737998292	376.6737998292	376.6737998242	376.6737998242	407.4393997521	407.4393997521	407.4393997452	407.4393997652	407.4393997662	407.4393997662	407.4393997712	407.4393997612	407.4393997492	407.4393997492	407.4393997192	407.4393997542	407.4393997542	407.4393997142	407.4393997142	426.3841998112	426.3841998082	426.3841998082	426.3841998062	426.3841998162	426.3841998122	426.3841998122	426.3841998152	426.3841998052	426.3841998152	426.3841998152	426.3841998152	426.3841998252	426.3841998252	426.3841998152	426.3841998152	426.3841998152	426.3841998052	426.3841998112	426.3841998212
Sceloporus_occidentalis	237.790799829	237.790799829	237.790799829	237.790799829	237.79079983	237.790799817	237.790799817	237.790799817	237.790799817	237.790799818	237.790799818	237.790799819	237.790799818	237.790799822	237.790799817	237.790799815	237.790799819	18.648915455	18.648915455	0	68.369403127	76.935951129	168.851325219	168.851325219	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999853	336.206999861	336.20699986	336.20699986	336.20699986	336.206999857	336.206999859	336.206999859	336.2069998711	336.2069998711	336.2069998711	336.2069998611	336.2069998611	336.2069998611	336.2069998611	336.2069998651	336.2069998651	336.206999869	359.818799849	359.818799849	359.818799859	359.8187998542	359.8187998542	359.81879985	359.81879985	359.818799853	359.818799853	359.818799891	250.1232000292	376.6737998222	376.6737998207	376.6737998197	376.6737998197	376.6737998147	376.6737998247	376.6737998247	376.6737998247	376.6737998222	376.6737998246	376.6737998246	376.6737998254	376.6737998254	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998254	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998222	376.6737998322	376.6737997522	376.6737998322	376.6737998322	376.6737998322	376.6737998352	376.6737998302	376.6737998302	376.6737998352	376.6737998282	376.6737998282	376.6737998232	376.6737998232	407.4393997511	407.4393997511	407.4393997442	407.4393997642	407.4393997652	407.4393997652	407.4393997702	407.4393997602	407.4393997482	407.4393997482	407.4393997182	407.4393997532	407.4393997532	407.4393997132	407.4393997132	426.3841998102	426.3841998072	426.3841998072	426.3841998052	426.3841998152	426.3841998112	426.3841998112	426.3841998142	426.3841998042	426.3841998142	426.3841998142	426.3841998142	426.3841998242	426.3841998242	426.3841998142	426.3841998142	426.3841998142	426.3841998042	426.3841998102	426.3841998202
Sceloporus_chrysostictus	237.790799822	237.790799822	237.790799822	237.790799822	237.790799823	237.79079981	237.79079981	237.79079981	237.79079981	237.790799811	237.790799811	237.790799812	237.790799811	237.790799815	237.79079981	237.790799808	237.790799812	68.369403128	68.369403128	68.369403127	0	76.935951122	168.851325212	168.851325212	336.206999846	336.206999846	336.206999846	336.206999846	336.206999846	336.206999846	336.206999846	336.206999846	336.206999854	336.206999853	336.206999853	336.206999853	336.20699985	336.206999852	336.206999852	336.2069998641	336.2069998641	336.2069998641	336.2069998541	336.2069998541	336.2069998541	336.2069998541	336.2069998581	336.2069998581	336.206999862	359.818799842	359.818799842	359.818799852	359.8187998472	359.8187998472	359.818799843	359.818799843	359.818799846	359.818799846	359.818799884	250.1232000222	376.6737998152	376.6737998137	376.6737998127	376.6737998127	376.6737998077	376.6737998177	376.6737998177	376.6737998177	376.6737998152	376.6737998176	376.6737998176	376.6737998184	376.6737998184	376.6737998182	376.6737998182	376.6737998182	376.6737998182	376.6737998184	376.6737998182	376.6737998182	376.6737998182	376.6737998182	376.6737998152	376.6737998252	376.6737997452	376.6737998252	376.6737998252	376.6737998252	376.6737998282	376.6737998232	376.6737998232	376.6737998282	376.6737998212	376.6737998212	376.6737998162	376.6737998162	407.4393997441	407.4393997441	407.4393997372	407.4393997572	407.4393997582	407.4393997582	407.4393997632	407.4393997532	407.4393997412	407.4393997412	407.4393997112	407.4393997462	407.4393997462	407.4393997062	407.4393997062	426.3841998032	426.3841998002	426.3841998002	426.3841997982	426.3841998082	426.3841998042	426.3841998042	426.3841998072	426.3841997972	426.3841998072	426.3841998072	426.3841998072	426.3841998172	426.3841998172	426.3841998072	426.3841998072	426.3841998072	426.3841997972	426.3841998032	426.3841998132
Urosaurus_nigricaudus	237.79079982	237.79079982	237.79079982	237.79079982	237.790799821	237.790799808	237.790799808	237.790799808	237.790799808	237.790799809	237.790799809	237.79079981	237.790799809	237.790799813	237.790799808	237.790799806	237.79079981	76.93595113	76.93595113	76.935951129	76.935951122	0	168.85132521	168.85132521	336.206999844	336.206999844	336.206999844	336.206999844	336.206999844	336.206999844	336.206999844	336.206999844	336.206999852	336.206999851	336.206999851	336.206999851	336.206999848	336.20699985	336.20699985	336.2069998621	336.2069998621	336.2069998621	336.2069998521	336.2069998521	336.2069998521	336.2069998521	336.2069998561	336.2069998561	336.20699986	359.81879984	359.81879984	359.81879985	359.8187998452	359.8187998452	359.818799841	359.818799841	359.818799844	359.818799844	359.818799882	250.1232000202	376.6737998132	376.6737998117	376.6737998107	376.6737998107	376.6737998057	376.6737998157	376.6737998157	376.6737998157	376.6737998132	376.6737998156	376.6737998156	376.6737998164	376.6737998164	376.6737998162	376.6737998162	376.6737998162	376.6737998162	376.6737998164	376.6737998162	376.6737998162	376.6737998162	376.6737998162	376.6737998132	376.6737998232	376.6737997432	376.6737998232	376.6737998232	376.6737998232	376.6737998262	376.6737998212	376.6737998212	376.6737998262	376.6737998192	376.6737998192	376.6737998142	376.6737998142	407.4393997421	407.4393997421	407.4393997352	407.4393997552	407.4393997562	407.4393997562	407.4393997612	407.4393997512	407.4393997392	407.4393997392	407.4393997092	407.4393997442	407.4393997442	407.4393997042	407.4393997042	426.3841998012	426.3841997982	426.3841997982	426.3841997962	426.3841998062	426.3841998022	426.3841998022	426.3841998052	426.3841997952	426.3841998052	426.3841998052	426.3841998052	426.3841998152	426.3841998152	426.3841998052	426.3841998052	426.3841998052	426.3841997952	426.3841998012	426.3841998112
Phrynosoma_platyrhinos	237.79079983	237.79079983	237.79079983	237.79079983	237.790799831	237.790799818	237.790799818	237.790799818	237.790799818	237.790799819	237.790799819	237.79079982	237.790799819	237.790799823	237.790799818	237.790799816	237.79079982	168.85132522	168.85132522	168.851325219	168.851325212	168.85132521	0	31.61246374	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999854	336.206999862	336.206999861	336.206999861	336.206999861	336.206999858	336.20699986	336.20699986	336.2069998721	336.2069998721	336.2069998721	336.2069998621	336.2069998621	336.2069998621	336.2069998621	336.2069998661	336.2069998661	336.20699987	359.81879985	359.81879985	359.81879986	359.8187998552	359.8187998552	359.818799851	359.818799851	359.818799854	359.818799854	359.818799892	250.1232000302	376.6737998232	376.6737998217	376.6737998207	376.6737998207	376.6737998157	376.6737998257	376.6737998257	376.6737998257	376.6737998232	376.6737998256	376.6737998256	376.6737998264	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998264	376.6737998262	376.6737998262	376.6737998262	376.6737998262	376.6737998232	376.6737998332	376.6737997532	376.6737998332	376.6737998332	376.6737998332	376.6737998362	376.6737998312	376.6737998312	376.6737998362	376.6737998292	376.6737998292	376.6737998242	376.6737998242	407.4393997521	407.4393997521	407.4393997452	407.4393997652	407.4393997662	407.4393997662	407.4393997712	407.4393997612	407.4393997492	407.4393997492	407.4393997192	407.4393997542	407.4393997542	407.4393997142	407.4393997142	426.3841998112	426.3841998082	426.3841998082	426.3841998062	426.3841998162	426.3841998122	426.3841998122	426.3841998152	426.3841998052	426.3841998152	426.3841998152	426.3841998152	426.3841998252	426.3841998252	426.3841998152	426.3841998152	426.3841998152	426.3841998052	426.3841998112	426.3841998212
